CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
13;Amazonas;Privada;Urbana;241,31;249,1;288,32;289,97;310,7;308,55;0,6;1,99;4,97;10,34;16,52;21;20,54;15,54;7,47;1,05;0,32;1,24;3,79;9,21;15,6;19,32;21,56;16,35;8,13;4,31;0,18;5,8;4,62;9;14,93;19,01;23,56;16,83;5,85;0,4;4,81;5,7;10,58;14,09;21,62;19,09;11,58;8,34;4,2;0;7,56;4,13;7,63;15,26;20,73;23,88;14,88;5,5;0,42;7,6;8,89;11,1;13,65;15,76;20,13;11,59;6,83;3,12;1,33;0
13;Amazonas;Total - Estadual e Municipal;Rural;163,72;179,69;216,92;216,35;222,89;217,49;18,49;25,42;22,65;14,07;9,97;5,21;2,66;1,12;0,37;0,03;5,53;19,01;26,28;22,44;13,51;7,2;3,68;1,75;0,45;0,15;0,01;38,6;20,33;17,08;13,01;7;3,15;0,67;0,16;0;38,97;19,72;18,35;13,02;6,62;2,47;0,68;0,12;0,04;0;55,88;20,83;13,74;6,14;2,36;0,8;0,22;0,03;0;61,64;18,54;11,2;5,49;2,34;0,58;0,18;0,04;0;0;0
13;Amazonas;Total - Estadual e Municipal;Total;196,34;208,62;246,17;244,08;250,72;243,76;7,48;13,31;16,29;16,82;16,59;13,6;9,03;4,48;2,06;0,34;2,19;8,42;15,98;19,87;18,64;14,71;10,35;5,99;2,76;1,07;0,03;18,38;15,45;18,7;18,5;14,72;9,45;3,81;0,96;0,03;18,7;16,4;19,41;19,11;14,49;7,71;2,88;0,98;0,32;0;32,07;18,81;18,64;14,38;9,42;4,84;1,54;0,31;0;38,05;18,23;17,49;13,32;7,68;3,51;1,22;0,38;0,1;0,02;0
13;Amazonas;Total - Estadual e Municipal;Urbana;202,53;214,11;251,41;249,05;255,97;248,71;5,39;11,01;15,08;17,35;17,84;15,19;10,24;5,11;2,39;0,39;1,56;6,41;14,02;19,38;19,61;16,13;11,61;6,8;3,19;1,24;0,04;14,76;14,58;18,99;19,48;16,1;10,58;4,37;1,1;0,03;15,07;15,81;19,6;20,2;15,9;8,65;3,27;1,13;0,37;0;27,58;18,43;19,56;15,93;10,75;5,6;1,78;0,36;0;33,6;18,17;18,68;14,8;8,69;4,07;1,42;0,44;0,12;0,02;0
13;Amazonas;Total - Federal, Estadual e Municipal;Rural;163,72;179,69;216,92;216,35;222,89;217,49;18,49;25,42;22,65;14,07;9,97;5,21;2,66;1,12;0,37;0,03;5,53;19,01;26,28;22,44;13,51;7,2;3,68;1,75;0,45;0,15;0,01;38,6;20,33;17,08;13,01;7;3,15;0,67;0,16;0;38,97;19,72;18,35;13,02;6,62;2,47;0,68;0,12;0,04;0;55,88;20,83;13,74;6,14;2,36;0,8;0,22;0,03;0;61,64;18,54;11,2;5,49;2,34;0,58;0,18;0,04;0;0;0
13;Amazonas;Total - Federal, Estadual e Municipal;Total;196,34;208,62;246,36;244,37;251,07;244,22;7,48;13,31;16,29;16,82;16,59;13,6;9,03;4,48;2,06;0,34;2,19;8,42;15,98;19,87;18,64;14,71;10,35;5,99;2,76;1,07;0,03;18,34;15,41;18,64;18,49;14,72;9,49;3,89;1;0,03;18,64;16,35;19,36;19,06;14,47;7,78;2,94;1,05;0,36;0;31,92;18,75;18,58;14,39;9,44;4,95;1,62;0,35;0;37,87;18,16;17,44;13,33;7,71;3,56;1,31;0,47;0,13;0,03;0
13;Amazonas;Total - Federal, Estadual e Municipal;Urbana;202,53;214,11;251,6;249,37;256,35;249,22;5,39;11,01;15,08;17,35;17,84;15,19;10,24;5,11;2,39;0,39;1,56;6,41;14,02;19,38;19,61;16,13;11,61;6,8;3,19;1,24;0,04;14,73;14,53;18,91;19,46;16,09;10,62;4,46;1,15;0,03;15,01;15,74;19,54;20,14;15,87;8,73;3,34;1,21;0,42;0;27,44;18,35;19,48;15,94;10,77;5,73;1,88;0,41;0;33,42;18,08;18,6;14,8;8,72;4,12;1,52;0,55;0,15;0,03;0
13;Amazonas;Total - Federal, Estadual, Municipal e Privada;Rural;163,82;179,79;217,02;216,53;223,13;217,73;18,46;25,38;22,63;14,07;10;5,26;2,68;1,12;0,38;0,03;5,52;18,97;26,23;22,43;13,54;7,25;3,69;1,75;0,45;0,15;0,01;38,48;20,35;17,12;13,04;7;3,19;0,66;0,16;0;38,87;19,69;18,32;13,03;6,73;2,47;0,73;0,12;0,04;0;55,72;20,79;13,77;6,14;2,42;0,86;0,27;0,03;0;61,48;18,52;11,2;5,5;2,39;0,66;0,21;0,04;0;0;0
13;Amazonas;Total - Federal, Estadual, Municipal e Privada;Total;200,03;211,94;248,97;247,22;253,21;246,52;6,92;12,38;15,36;16,29;16,58;14,21;9,97;5,38;2,51;0,39;2,04;7,83;14,98;18,99;18,4;15,09;11,26;6,84;3,19;1,33;0,04;17,56;14,74;18,04;18,27;14,98;10,37;4,69;1,3;0,05;17,77;15,68;18,8;18,75;14,93;8,48;3,48;1,5;0,6;0;31,05;18,22;18,19;14,42;9,85;5,63;2,09;0,54;0,01;36,79;17,83;17,21;13,34;8;4,16;1,67;0,69;0,23;0,07;0
13;Amazonas;Total - Federal, Estadual, Municipal e Privada;Urbana;206,25;217,46;254,27;252,32;258,62;251,7;4,93;10,15;14,11;16,68;17,71;15,75;11,23;6,11;2,87;0,46;1,44;5,91;13,04;18,4;19,23;16,44;12,56;7,71;3,67;1,54;0,05;14,08;13,81;18,19;19,13;16,31;11,56;5,36;1,49;0,06;14,27;15,01;18,89;19,7;16,29;9,48;3,94;1,73;0,69;0;26,61;17,76;18,99;15,91;11,18;6,49;2,42;0,63;0,02;32,34;17,7;18,29;14,76;9,01;4,79;1,94;0,81;0,27;0,09;0
14;Roraima;Estadual;Rural;144,13;158,43;209,64;207,96;230,72;229,6;31,59;32,12;21,2;7,95;4,39;1,56;1;0,2;0;0;14;26,68;33,27;18,24;5,5;0,91;1,41;0;0;0;0;43,49;21,22;17,1;11,65;5,4;0,77;0,16;0,21;0;45,54;19,87;18,15;10,81;4,57;0,95;0,11;0;0;0;47,1;22,33;17,67;8,92;2,74;1,25;0;0;0;45,53;21,16;21,17;8;3,93;0,21;0;0;0;0;0
14;Roraima;Estadual;Total;144,13;158,43;232,98;234,21;257,52;254,31;31,59;32,12;21,2;7,95;4,39;1,56;1;0,2;0;0;14;26,68;33,27;18,24;5,5;0,91;1,41;0;0;0;0;27,87;16,94;18;16,35;11,39;5,99;2,54;0,91;0,01;26,24;17,35;19,07;16,06;12,04;6,29;1,91;0,8;0,24;0;26,21;17,66;20,56;16,74;10,73;5,56;2,02;0,46;0,07;28,57;18,13;19,38;16,65;9,99;4,88;1,82;0,26;0,27;0,04;0
14;Roraima;Estadual;Urbana;;;237,75;239,58;262,39;258,79;;;;;;;;;;;;;;;;;;;;;;24,68;16,06;18,19;17,31;12,61;7,05;3,03;1,05;0,02;22,29;16,84;19,26;17,14;13,57;7,39;2,28;0,96;0,29;0;22,42;16,81;21,09;18,16;12,18;6,34;2,39;0,54;0,09;25,49;17,58;19,06;18,23;11,1;5,73;2,15;0,3;0,32;0,05;0
14;Roraima;Federal;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Federal;Total;220,31;230,17;300,69;307,52;338,1;354,1;0;4;12;8;20;36;12;8;0;0;0;0;0;24;12;36;24;0;4;0;0;4,17;6,21;2,04;8,25;16,75;29,49;22,71;8,33;2,04;2,04;4,17;8,25;12,58;14,71;14,54;18,79;18,63;6,29;0;0;0;2,6;8,2;19,4;27,6;39,2;3;0;0;0;3;11,2;13,8;24,6;10,8;16,8;14,6;5,2;0
14;Roraima;Federal;Urbana;220,31;230,17;300,69;307,52;338,1;354,1;0;4;12;8;20;36;12;8;0;0;0;0;0;24;12;36;24;0;4;0;0;4,17;6,21;2,04;8,25;16,75;29,49;22,71;8,33;2,04;2,04;4,17;8,25;12,58;14,71;14,54;18,79;18,63;6,29;0;0;0;2,6;8,2;19,4;27,6;39,2;3;0;0;0;3;11,2;13,8;24,6;10,8;16,8;14,6;5,2;0
14;Roraima;Municipal;Rural;173,12;187,75;221,06;213,81;;;12,23;20,15;22,93;19,09;13,97;7,18;3,37;0,86;0,22;0;2,99;13,34;25,69;23,6;17,36;9,91;4,82;1,71;0,34;0,24;0;35,83;20,16;20,45;12,02;6,9;3,55;1,09;0;0;41,2;23,31;12,69;15,91;3,43;3,45;0;0;0;0;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Total;200,65;214,11;228,39;220,81;;;4,85;10,74;16,54;19,47;17,97;13,86;9,43;4,68;2,22;0,24;1,17;5,7;14,05;20,87;20,15;16,39;10,52;6,5;3,35;1,2;0,1;27,43;18,46;24,59;14,87;10,55;3,3;0,8;0;0;33,77;22,46;14,54;20,51;5,61;3,1;0;0;0;0;;;;;;;;;;;;;;;;;;;;
14;Roraima;Municipal;Urbana;205,26;218,52;248,62;240,13;;;3,62;9,16;15,47;19,54;18,63;14,98;10,45;5,32;2,55;0,28;0,87;4,42;12,1;20,41;20,62;17,47;11,48;7,3;3,86;1,36;0,12;4,26;13,75;36,01;22,75;20,62;2,62;0;0;0;13,26;20,13;19,65;33,21;11,62;2,13;0;0;0;0;;;;;;;;;;;;;;;;;;;;
14;Roraima;Privada;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;Roraima;Privada;Total;242,83;254,9;299,72;308,93;324,05;333,49;0,71;1,33;5,18;10,59;18,01;17,97;19,04;17,42;9,07;0,68;0;0,87;4,18;5,54;14,28;19,59;18,59;21,99;10,85;3,63;0,49;4,57;2,88;6,6;9,03;20,1;25,66;22,43;8,39;0,35;2,18;1,74;4,27;10,82;19,16;26;19,7;11,86;4,27;0;2,84;3,78;6,99;8,32;21,36;28,36;23,06;5,29;0;4,73;3,4;4,73;6,05;20,04;24,01;15,31;11,91;8,7;1,13;0
14;Roraima;Privada;Urbana;242,83;254,9;299,72;308,93;324,05;333,49;0,71;1,33;5,18;10,59;18,01;17,97;19,04;17,42;9,07;0,68;0;0,87;4,18;5,54;14,28;19,59;18,59;21,99;10,85;3,63;0,49;4,57;2,88;6,6;9,03;20,1;25,66;22,43;8,39;0,35;2,18;1,74;4,27;10,82;19,16;26;19,7;11,86;4,27;0;2,84;3,78;6,99;8,32;21,36;28,36;23,06;5,29;0;4,73;3,4;4,73;6,05;20,04;24,01;15,31;11,91;8,7;1,13;0
14;Roraima;Total - Estadual e Municipal;Rural;162,11;176,62;210,66;208,48;230,72;229,6;19,59;24,69;22,27;14,86;10,33;5,04;2,47;0,61;0,14;0;7,17;18,41;28,57;21,56;12,86;6,49;3,52;1,06;0,21;0,15;0;42,81;21,13;17,4;11,68;5,53;1,02;0,24;0,19;0;45,15;20,17;17,67;11,26;4,47;1,17;0,1;0;0;0;47,1;22,33;17,67;8,92;2,74;1,25;0;0;0;45,53;21,16;21,17;8;3,93;0,21;0;0;0;0;0
14;Roraima;Total - Estadual e Municipal;Total;196,08;209,61;232,88;233,91;257,52;254,31;7,01;12,46;16,92;18,54;16,87;12,87;8,75;4,32;2,04;0,22;2,21;7,4;15,6;20,66;18,97;15,14;9,78;5,97;3,08;1,1;0,09;27,86;16,97;18,15;16,31;11,37;5,93;2,51;0,89;0,01;26,4;17,46;18,97;16,16;11,9;6,22;1,87;0,78;0,23;0;26,21;17,66;20,56;16,74;10,73;5,56;2,02;0,46;0,07;28,57;18,13;19,38;16,65;9,99;4,88;1,82;0,26;0,27;0,04;0
14;Roraima;Total - Estadual e Municipal;Urbana;205,26;218,52;237,83;239,58;262,39;258,79;3,62;9,16;15,47;19,54;18,63;14,98;10,45;5,32;2,55;0,28;0,87;4,42;12,1;20,41;20,62;17,47;11,48;7,3;3,86;1,36;0,12;24,53;16,04;18,31;17,35;12,67;7,02;3,01;1,05;0,02;22,22;16,86;19,26;17,25;13,55;7,35;2,26;0,95;0,29;0;22,42;16,81;21,09;18,16;12,18;6,34;2,39;0,54;0,09;25,49;17,58;19,06;18,23;11,1;5,73;2,15;0,3;0,32;0,05;0
14;Roraima;Total - Federal, Estadual e Municipal;Rural;162,11;176,62;210,66;208,48;230,72;229,6;19,59;24,69;22,27;14,86;10,33;5,04;2,47;0,61;0,14;0;7,17;18,41;28,57;21,56;12,86;6,49;3,52;1,06;0,21;0,15;0;42,81;21,13;17,4;11,68;5,53;1,02;0,24;0,19;0;45,15;20,17;17,67;11,26;4,47;1,17;0,1;0;0;0;47,1;22,33;17,67;8,92;2,74;1,25;0;0;0;45,53;21,16;21,17;8;3,93;0,21;0;0;0;0;0
14;Roraima;Total - Federal, Estadual e Municipal;Total;196,16;209,68;233,28;234,35;258,43;255,44;6,99;12,44;16,9;18,51;16,88;12,94;8,76;4,33;2,03;0,22;2,2;7,37;15,56;20,67;18,95;15,2;9,83;5,95;3,09;1,1;0,09;27,72;16,91;18,05;16,27;11,4;6,07;2,63;0,93;0,03;26,26;17,38;18,9;16,14;11,91;6,27;1,97;0,89;0,27;0;25,91;17,46;20,36;16,64;10,83;5,81;2,44;0,49;0,07;28,24;17,92;19,2;16,59;10,04;5,1;1,92;0,44;0,43;0,1;0
14;Roraima;Total - Federal, Estadual e Municipal;Urbana;205,32;218,57;238,29;240,07;263,4;260,07;3,6;9,14;15,46;19,49;18,64;15,07;10,45;5,33;2,54;0,28;0,86;4,4;12,05;20,42;20,58;17,55;11,53;7,27;3,86;1,35;0,12;24,38;15,97;18,2;17,28;12,7;7,19;3,15;1,1;0,03;22,08;16,77;19,18;17,22;13,56;7,4;2,38;1,08;0,33;0;22,12;16,59;20,84;18,02;12,28;6,62;2,88;0,57;0,09;25,15;17,34;18,84;18,13;11,13;5,98;2,27;0,52;0,51;0,12;0
14;Roraima;Total - Federal, Estadual, Municipal e Privada;Rural;162,11;176,62;210,66;208,48;230,72;229,6;19,59;24,69;22,27;14,86;10,33;5,04;2,47;0,61;0,14;0;7,17;18,41;28,57;21,56;12,86;6,49;3,52;1,06;0,21;0,15;0;42,81;21,13;17,4;11,68;5,53;1,02;0,24;0,19;0;45,15;20,17;17,67;11,26;4,47;1,17;0,1;0;0;0;47,1;22,33;17,67;8,92;2,74;1,25;0;0;0;45,53;21,16;21,17;8;3,93;0,21;0;0;0;0;0
14;Roraima;Total - Federal, Estadual, Municipal e Privada;Total;200,44;213,82;237,54;239,12;262,72;260,54;6,42;11,42;15,83;17,78;16,98;13,4;9,7;5,53;2,68;0,26;2;6,78;14,51;19,28;18,52;15,61;10,63;7,42;3,8;1,33;0,13;26,24;16,01;17,32;15,8;11,96;7,32;3,89;1,41;0,05;24,72;16,38;17,97;15,8;12,38;7,54;3,11;1,59;0,53;0;24,4;16,56;19,49;16,1;11,52;7,28;3,79;0,8;0,07;26,71;16,97;18,25;15,9;10,69;6,34;2,8;1,19;0,97;0,17;0
14;Roraima;Total - Federal, Estadual, Municipal e Privada;Urbana;209,58;222,7;243,02;245,38;268,01;265,66;3,28;8,25;14,29;18,48;18,57;15,4;11,43;6,7;3,28;0,33;0,76;4;11,16;18,73;19,87;17,78;12,33;8,94;4,65;1,61;0,16;22,86;14,96;17,3;16,65;13,27;8,61;4,64;1,66;0,06;20,54;15,61;18,03;16,73;13,99;8,84;3,72;1,91;0,63;0;20,65;15,61;19,79;17,28;12,97;8,28;4,41;0,93;0,08;23,59;16,28;17,77;17,21;11,81;7,35;3,26;1,39;1,13;0,2;0
15;Pará;Estadual;Rural;177,81;186,02;220,03;218,71;237,52;232,54;11,99;21,41;22,19;14,64;12,01;6,25;9,94;1,57;0;0;6,2;12,6;25,09;20,51;17,55;11,65;4,68;1,73;0;0;0;34,45;21,26;20,17;13,24;7,54;2,68;0,56;0,09;0;35,24;21,26;20,82;14,22;6,18;2,01;0,27;0;0;0;40,97;21,8;18,43;11,48;5,1;1,62;0,56;0,05;0;46,34;20,01;16,45;11,1;4,23;1,42;0,39;0,05;0;0;0
15;Pará;Estadual;Total;195,61;203,24;236,53;233,04;251,3;244,72;5,65;12,21;17,34;19,64;18,48;13,13;8,79;3,35;1,23;0,18;1,69;7,35;17,62;22,77;21,94;15,02;8,35;3,57;1,34;0,34;0,01;22,65;17,94;20,26;18,43;12,22;5,99;2,04;0,45;0,02;23,49;19,35;21,73;18,57;11,13;4,36;1,11;0,23;0,04;0;31,3;18,62;19,05;15,23;9,58;4,52;1,46;0,23;0;35,62;19,39;18,77;14,2;7,64;3,07;0,98;0,23;0,07;0,01;0
15;Pará;Estadual;Urbana;195,83;203,46;238,14;234,44;252,84;246,08;5,57;12,1;17,28;19,7;18,56;13,21;8,77;3,37;1,25;0,18;1,64;7,28;17,53;22,79;21,99;15,06;8,4;3,59;1,36;0,35;0,01;21,5;17,62;20,27;18,94;12,68;6,31;2,18;0,48;0,02;22,34;19,16;21,82;18,99;11,61;4,59;1,19;0,25;0,04;0;30,22;18,27;19,12;15,65;10,08;4,85;1,56;0,25;0;34,43;19,32;19,03;14,55;8,02;3,26;1,05;0,25;0,08;0,02;0
15;Pará;Federal;Total;237,41;245,29;302,03;316,51;315,34;327,39;0,59;0,59;5,24;12,12;20,37;21,05;21,45;13,94;4,05;0,59;0;0;4,02;8,61;16,85;27,31;21,04;13,46;5,77;2,94;0;3,06;2,51;3,49;13,08;21,01;23,8;21,93;11,12;0;1,49;1,68;4,72;9,05;16,84;22,34;17,46;15,57;10,86;0;6,11;4,56;7;9,7;24,92;26,98;14,4;6,33;0;3,92;6,07;10,77;11,43;14,7;18,07;11,88;9,48;10,98;2,71;0
15;Pará;Federal;Urbana;237,41;245,29;302,03;316,51;315,34;327,39;0,59;0,59;5,24;12,12;20,37;21,05;21,45;13,94;4,05;0,59;0;0;4,02;8,61;16,85;27,31;21,04;13,46;5,77;2,94;0;3,06;2,51;3,49;13,08;21,01;23,8;21,93;11,12;0;1,49;1,68;4,72;9,05;16,84;22,34;17,46;15,57;10,86;0;6,11;4,56;7;9,7;24,92;26,98;14,4;6,33;0;3,92;6,07;10,77;11,43;14,7;18,07;11,88;9,48;10,98;2,71;0
15;Pará;Municipal;Rural;165,95;180,27;223,71;224,98;;;15,06;25,29;23,84;16,19;10,09;5,52;2,73;0,94;0,31;0,04;4,48;17,16;27,22;24,41;14,47;7,39;3,11;1,34;0,33;0,08;0,01;31,05;21,73;20,3;14,84;8,01;3,18;0,75;0,14;0;29,95;20,77;20,98;15,68;8,68;3,1;0,65;0,15;0,04;0;;;;;;;;;;;;;;;;;;;;
15;Pará;Municipal;Total;183,66;195,49;236,63;236,63;;;8,53;17,45;20,89;19,02;14,98;10,11;5,61;2,38;0,91;0,13;2,42;10,57;21,08;24,23;18,75;12,07;6,57;3,02;0,99;0,28;0,01;22,64;18,37;20,28;17,94;12,2;5,99;2,11;0,46;0,03;22,06;18,36;20,95;18,38;12,37;5,78;1,59;0,43;0,1;0;;;;;;;;;;;;;;;;;;;;
15;Pará;Municipal;Urbana;191,59;202,3;243,61;242,92;;;5,61;13,94;19,57;20,29;17,17;12,16;6,9;3,02;1,17;0,17;1,5;7,63;18,33;24,15;20,66;14,16;8,13;3,77;1,29;0,37;0,01;18,09;16,55;20,26;19,61;14,47;7,51;2,84;0,64;0,04;17,79;17,07;20,93;19,83;14,36;7,22;2,09;0,57;0,13;0;;;;;;;;;;;;;;;;;;;;
15;Pará;Privada;Rural;202,19;208,38;275,65;267,81;284,9;281,49;0;8,68;17,74;30,57;18,87;6,42;7,92;7,92;1,89;0;0;0;16,98;26,79;30,19;12,08;10,19;1,89;0;1,89;0;0;15;10;25;20;20;10;0;0;0;15;30;20;10;10;15;0;0;0;9,8;15,69;11,76;23,53;17,65;15,69;5,88;0;0;15,69;11,76;13,73;9,8;29,41;15,69;3,92;0;0;0;0
15;Pará;Privada;Total;232,13;239,22;284,28;283,2;319,15;324,32;0,88;2,04;5,37;14,48;19,88;23,5;18,77;8,61;5,85;0,62;0,11;1,35;5,11;11,54;20,38;21,2;19,39;13,04;4,52;3,37;0;6,8;5,73;9,2;16,26;20,46;19,92;14,86;6,48;0,3;6,37;5,63;11,77;17,25;19,31;20,67;10,48;5,4;3,12;0;4,12;3,88;6,95;14,53;19,59;24,24;19,21;7,24;0,24;5,87;5,21;8,64;12,44;15,41;19,45;12,18;10,03;7,48;3,31;0
15;Pará;Privada;Urbana;232,48;239,57;284,36;283,33;319,67;324,97;0,89;1,97;5,23;14,29;19,89;23,7;18,89;8,62;5,89;0,63;0,11;1,36;4,97;11,36;20,27;21,3;19,5;13,17;4,57;3,39;0;6,86;5,65;9,19;16,19;20,46;19,92;14,9;6,54;0,3;6,42;5,55;11,61;17,23;19,4;20,76;10,44;5,45;3,15;0;4,03;3,7;6,88;14,39;19,62;24,37;19,41;7,35;0,25;5,72;5,11;8,56;12,48;15,2;19,5;12,31;10,18;7,59;3,36;0
15;Pará;Total - Estadual e Municipal;Rural;166;180,3;223,39;224,44;237,52;232,54;15,04;25,27;23,83;16,18;10,1;5,52;2,76;0,94;0,31;0,04;4,49;17,14;27,21;24,4;14,48;7,41;3,12;1,35;0,33;0,08;0,01;31,35;21,69;20,29;14,7;7,97;3,14;0,74;0,13;0;30,41;20,81;20,97;15,56;8,47;3,01;0,62;0,14;0,03;0;40,97;21,8;18,43;11,48;5,1;1,62;0,56;0,05;0;46,34;20,01;16,45;11,1;4,23;1,42;0,39;0,05;0;0;0
15;Pará;Total - Estadual e Municipal;Total;184,89;196,29;236,6;235,65;251,3;244,72;8,23;16,91;20,53;19,09;15,34;10,42;5,94;2,48;0,94;0,13;2,35;10,24;20,73;24,08;19,07;12,37;6,76;3,08;1,03;0,28;0,01;22,64;18,25;20,27;18,07;12,21;5,99;2,09;0,46;0,02;22,45;18,63;21,16;18,43;12,03;5,39;1,46;0,37;0,08;0;31,3;18,62;19,05;15,23;9,58;4,52;1,46;0,23;0;35,62;19,39;18,77;14,2;7,64;3,07;0,98;0,23;0,07;0,01;0
15;Pará;Total - Estadual e Municipal;Urbana;192,19;202,46;241,73;240;252,84;246,08;5,6;13,68;19,25;20,21;17,37;12,31;7,17;3,07;1,18;0,17;1,52;7,58;18,22;23,96;20,85;14,29;8,16;3,75;1,3;0,36;0,01;19,26;16,92;20,26;19,38;13,85;7,1;2,61;0,59;0,03;19,36;17,79;21,23;19,54;13,42;6,32;1,78;0,46;0,1;0;30,22;18,27;19,12;15,65;10,08;4,85;1,56;0,25;0;34,43;19,32;19,03;14,55;8,02;3,26;1,05;0,25;0,08;0,02;0
15;Pará;Total - Federal, Estadual e Municipal;Rural;166;180,3;223,39;224,44;237,52;232,54;15,04;25,27;23,83;16,18;10,1;5,52;2,76;0,94;0,31;0,04;4,49;17,14;27,21;24,4;14,48;7,41;3,12;1,35;0,33;0,08;0,01;31,35;21,69;20,29;14,7;7,97;3,14;0,74;0,13;0;30,41;20,81;20,97;15,56;8,47;3,01;0,62;0,14;0,03;0;40,97;21,8;18,43;11,48;5,1;1,62;0,56;0,05;0;46,34;20,01;16,45;11,1;4,23;1,42;0,39;0,05;0;0;0
15;Pará;Total - Federal, Estadual e Municipal;Total;184,96;196,35;237;236,15;251,49;244,97;8,22;16,89;20,51;19,08;15,35;10,43;5,96;2,49;0,94;0,13;2,34;10,23;20,7;24,06;19,07;12,39;6,78;3,09;1,03;0,29;0,01;22,52;18,16;20,17;18,04;12,26;6,1;2,21;0,52;0,02;22,32;18,53;21,06;18,37;12,06;5,49;1,56;0,47;0,15;0;31,22;18,58;19,01;15,21;9,63;4,59;1,5;0,25;0;35,53;19,35;18,75;14,2;7,66;3,12;1,01;0,26;0,1;0,02;0
15;Pará;Total - Federal, Estadual e Municipal;Urbana;192,27;202,54;242,24;240,65;253,04;246,35;5,59;13,66;19,23;20,19;17,37;12,32;7,19;3,09;1,19;0,17;1,52;7,56;18,19;23,93;20,84;14,31;8,19;3,76;1,31;0,37;0,01;19,12;16,8;20,12;19,33;13,91;7,24;2,77;0,68;0,03;19,2;17,65;21,09;19,45;13,45;6,45;1,92;0,59;0,19;0;30,14;18,22;19,08;15,63;10,13;4,92;1,61;0,27;0;34,33;19,28;19;14,54;8,04;3,31;1,08;0,28;0,12;0,02;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;166,15;180,42;223,58;224,6;238,26;233,3;14,98;25,2;23,8;16,24;10,13;5,53;2,78;0,97;0,32;0,04;4,47;17,07;27,17;24,41;14,55;7,43;3,15;1,35;0,33;0,08;0,01;31,23;21,66;20,25;14,74;8,01;3,2;0,77;0,13;0;30,3;20,79;21;15,57;8,47;3,03;0,67;0,14;0,03;0;40,48;21,7;18,32;11,66;5,29;1,84;0,64;0,05;0;45,87;19,88;16,41;11,08;4,62;1,65;0,44;0,05;0;0;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;189,36;200,35;241,93;241,05;257,95;252,54;7,54;15,5;19,09;18,65;15,77;11,65;7,16;3,06;1,4;0,18;2,14;9,4;19,25;22,89;19,19;13,21;7,95;4,02;1,36;0,57;0,01;20,88;16,86;19,03;17,86;13,11;7,54;3,53;1,14;0,05;20,66;17,18;20,09;18,25;12,82;7,08;2,49;0,98;0,46;0;28,63;17,18;17,86;15,15;10,58;6,47;3,19;0,92;0,03;32,7;18;17,78;14,03;8,4;4,68;2,08;1,19;0,81;0,34;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;197,24;207,11;248,04;246,53;259,94;254,49;5,01;12,22;17,5;19,46;17,68;13,73;8,64;3,77;1,77;0,23;1,34;6,8;16,56;22,38;20,77;15,17;9,58;4,93;1,71;0,74;0,01;17,43;15,26;18,62;18,89;14,81;8,98;4,44;1,48;0,07;17,45;15,98;19,79;19,15;14,27;8,42;3,09;1,26;0,6;0;27,43;16,72;17,82;15,5;11,11;6,93;3,45;1,01;0,03;31,36;17,81;17,92;14,33;8,78;4,98;2,25;1,31;0,89;0,37;0
16;Amapá;Estadual;Rural;165,55;177,3;220,1;216,6;238,76;233,4;15,89;23,27;24,35;16,23;12,16;4,64;1,81;1,59;0,07;0;5,85;17,06;27,88;25,19;14,76;6,09;2,68;0,27;0,23;0;0;32,59;22,01;22,98;13,3;6,64;1,72;0,62;0,14;0;35,96;22,64;21,02;13,22;5,43;1,27;0,46;0;0;0;42,58;21,18;15,59;13,53;4,26;2,08;0,44;0,32;0;43,7;22,53;16,66;10,93;4,69;1,2;0,29;0;0;0;0
