CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
11;Rondônia;Total - Federal, Estadual e Municipal;Urbana;Capital;206,91;211,64;257,73;251,99;272,7;271,1;7,7;14,83;21,7;21,32;16,05;9,56;4,81;1,79;0,46;0,67;4,89;13,96;21,76;22,8;17,62;11,44;4,94;1,48;0,33;0,11;10,39;12,22;18,82;21,94;20,35;11,18;3,7;1,41;0;11,09;16,73;21,73;20,81;15,56;8,93;3,98;0,86;0,27;0,05;16,95;14,16;19,12;19,24;16,67;9,34;3,65;0,86;0;17,96;16,74;17,78;19,63;14,07;8,58;3,76;1,15;0,19;0,14;0
11;Rondônia;Total - Federal, Estadual e Municipal;Urbana;Interior;215,66;227,05;261,43;261,4;262,24;267,01;5,83;12,28;18,22;20,51;18,13;13,1;6,78;2,69;0,74;0,51;3,04;8,95;16,14;20,23;20,78;15,69;9,06;3,91;1,38;0,3;9,36;11,18;17,3;22,15;21,05;12,47;4,91;1,59;0;8,14;11,54;19,99;22,29;19,07;11,81;5,3;1,5;0,3;0,07;22,67;17,08;19,4;19,15;13,26;6,22;1,85;0,36;0,03;17,86;18,85;20,95;18,12;13,42;7,62;2,51;0,59;0,06;0,01;0
11;Rondônia;Total - Federal, Estadual e Municipal;Urbana;Total;213,21;222,74;260,42;258,81;264,91;268,05;6,35;12,99;19,19;20,74;17,55;12,11;6,23;2,44;0,66;0,56;3,56;10,35;17,71;20,95;19,9;14,5;7,91;3,24;1,09;0,25;9,64;11,46;17,72;22,09;20,86;12,11;4,58;1,54;0;8,95;12,97;20,47;21,88;18,1;11,01;4,93;1,32;0,29;0,06;21,21;16,34;19,33;19,17;14,13;7,01;2,31;0,48;0,02;17,89;18,31;20,14;18,51;13,59;7,87;2,83;0,73;0,1;0,05;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;197,46;208,79;256,17;255,52;254,71;258,22;9,99;18,26;22,24;20,66;12,46;7,54;3,11;1,47;0,34;1,15;5,19;15,03;22,56;24,73;15,25;8,25;5,6;1,6;0,48;0,16;10,61;12,94;20,63;20,76;20,86;9,24;3,36;1,61;0;10,02;12,16;23,21;23,41;17,41;9,36;3,42;0,56;0,23;0,22;27,89;19,79;19,38;18,16;11,43;1,82;1,14;0,39;0;19,68;21,56;27,9;14;11,93;3,62;0,95;0,35;0;0;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;197,53;210,31;249,61;253,32;253,4;256,93;10,59;18,61;21,03;20;14,17;7,73;2,87;1,14;0,29;1,26;5,28;14,06;21,46;23,09;17,86;10,48;4,53;1,65;0,31;0,02;13,16;15,26;21,63;22,08;16,03;8,17;2,89;0,79;0;9,76;14,84;23,71;21,73;16,34;8,77;3,56;0,97;0,31;0;26,49;19,42;20,76;19,31;9,09;4,23;0,47;0,21;0;24,52;17,84;22,79;19,49;10,35;4;1;0;0;0;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Rural;Total;197,51;209,94;251,18;253,85;253,88;257,4;10,45;18,52;21,33;20,16;13,75;7,69;2,93;1,22;0,31;1,24;5,25;14,3;21,73;23,49;17,22;9,93;4,79;1,64;0,35;0,06;12,55;14,7;21,39;21,76;17,19;8,42;3;0,98;0;9,82;14,19;23,59;22,14;16,6;8,91;3,52;0,87;0,29;0,05;27;19,56;20,26;18,9;9,94;3,35;0,71;0,28;0;22,76;19,19;24,65;17,49;10,93;3,87;0,98;0,13;0;0;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Total;Capital;209,65;215,9;262,6;258,48;276,18;276,29;7,54;14,08;19,89;20,72;16,64;10,79;5,37;2,47;0,5;0,73;4,44;12,77;20,24;22,19;17,39;12,62;6,64;2,2;0,63;0,16;9,36;11,1;17,53;21,19;20,13;12,56;5,83;2,31;0;9,88;14,57;20,12;20,01;16,66;10,62;5,35;2,07;0,56;0,15;16,57;13,55;17,69;18,47;16,65;10,54;4,75;1,6;0,19;16,94;15,64;17,63;17,8;13,86;9,37;5,45;2,2;0,86;0,26;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Total;Interior;213,5;225,16;260,86;262,06;264,1;269,2;6,64;13,14;18,2;20,16;17,52;12,35;6,46;2,77;0,69;0,64;3,35;9,76;16,79;20,3;20,12;15,01;8,62;3,81;1,3;0,3;9,79;11,66;17,62;21,77;19,91;12,26;5,1;1,89;0;8,17;11,76;20,14;21,47;18,59;11,56;5,79;1,94;0,48;0,1;22,04;16,66;19,05;18,92;13,54;6,72;2,42;0,59;0,04;17,48;18,21;20,52;17,94;13,47;7,88;3,14;1;0,26;0,11;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Total;Total;212,38;222,46;261,36;261,03;267,5;271,2;6,9;13,42;18,69;20,32;17,26;11,9;6,14;2,68;0,64;0,67;3,67;10,63;17,8;20,85;19,32;14,31;8,04;3,34;1,1;0,26;9,66;11,5;17,6;21,6;19,97;12,35;5,31;2,01;0;8,66;12,57;20,13;21,05;18,03;11,29;5,66;1,98;0,5;0,11;20,5;15,79;18,67;18,79;14,42;7,8;3,08;0,88;0,08;17,33;17,48;19,71;17,9;13,58;8,3;3,79;1,33;0,43;0,15;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;211,98;217,27;263,73;258,99;277,9;277,73;7,07;13,28;19,44;20,73;17,44;11,41;5,81;2,66;0,53;0,65;4,3;12,34;19,8;21,7;17,8;13,46;6,84;2,31;0,66;0,15;9,14;10,78;16,99;21,26;20;13,14;6,26;2,43;0;9,85;14,99;19,58;19,42;16,53;10,84;5,69;2,34;0,62;0,14;15,66;13,05;17,55;18,49;17,07;11,24;5,04;1,69;0,2;16,72;15,16;16,81;18,11;14,01;9,83;5,81;2,34;0,93;0,28;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;217,64;229;263,5;264,11;264,67;269,86;5,61;11,73;17,46;20,2;18,39;13,55;7,39;3,19;0,79;0,48;2,86;8,64;15,58;19,58;20,7;16,18;9,67;4,37;1,55;0,38;9;10,82;16,68;21,7;20,82;13,22;5,62;2,15;0;7,79;11,04;19,3;21,41;19,12;12,22;6,32;2,17;0,52;0,12;21,8;16,51;18,96;18,9;13,78;6,86;2,53;0,61;0,04;17,1;18,23;20,4;17,85;13,64;8,09;3,25;1,05;0,28;0,11;0
11;Rondônia;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;215,92;225,44;263,56;262,59;268,33;272,03;6,05;12,2;18,06;20,36;18,1;12,9;6,91;3,03;0,71;0,53;3,29;9,76;16,86;20,22;19,82;15,36;8,81;3,74;1,28;0,31;9,04;10,8;16,78;21,57;20,57;13,2;5,81;2,23;0;8,41;12,22;19,39;20,82;18,35;11,81;6,13;2,22;0,55;0,13;20,11;15,56;18,57;18,79;14,69;8,07;3,22;0,91;0,09;17;17,38;19,41;17,92;13,74;8,57;3,96;1,41;0,46;0,16;0
12;Acre;Estadual;Rural;Capital;213,08;221,67;251,52;245,29;253,35;255,02;6,81;9,95;19,32;21,91;19,94;9,37;6,1;3,54;0,27;0,25;3,17;11,44;17,55;23,88;19,08;13,22;7,78;2,32;0,79;0,51;14,59;12,92;21,23;21,06;15,45;10,17;3,12;1,45;0;13,79;19,58;23,67;18,23;14,43;6,3;3,69;0;0,3;0;27,91;16,35;19,62;21,48;13,13;1,51;0;0;0;27,93;20,44;18,49;14,52;12,44;4,36;1,06;0;0,76;0;0
12;Acre;Estadual;Rural;Interior;201,67;212,91;239,35;239,6;255,46;256,59;9,55;16,31;22,14;19,08;14,87;9,04;4,48;1,22;0,25;0,77;5,69;11,99;20,75;22,33;16,94;13,55;5,41;2,43;0;0,13;19,45;18,14;20,45;20,31;14,79;5,15;1,4;0,31;0;17,97;19,02;25,2;17,69;12,35;5,25;1,42;0,88;0,22;0;24,45;19,35;23,51;16,78;12,41;3,02;0,5;0;0;21,17;23,43;23,45;16,31;10,9;3,87;0,52;0,18;0,18;0;0
12;Acre;Estadual;Rural;Total;205,66;215,97;242,4;241,02;255,02;256,26;8,59;14,08;21,16;20,07;16,64;9,15;5,04;2,03;0,26;0,59;4,81;11,8;19,63;22,87;17,69;13,43;6,24;2,39;0,28;0,26;18,23;16,84;20,65;20,5;14,95;6,41;1,83;0,59;0;16,92;19,16;24,81;17,83;12,87;5,51;1,99;0,66;0,24;0;25,17;18,72;22,69;17,76;12,56;2,7;0,39;0;0;22,59;22,8;22,41;15,94;11,22;3,97;0,63;0,14;0,3;0;0
12;Acre;Estadual;Total;Capital;223,18;235,23;256,69;251,24;262,46;260,34;4,15;9,08;16,64;20,01;20,06;14,84;9,12;3,63;0,76;0,42;2,52;7,51;14,01;17,94;19,83;16,09;13,01;6,18;1,89;0,6;12,67;12,11;18,27;19,78;18,87;12,38;4,32;1,61;0;13,14;15,57;20,66;19,97;15,89;9,76;3,82;0,99;0,2;0;23,63;15,77;18,74;19,28;13,66;6,56;1,94;0,39;0,02;22,78;18,97;22,19;17,3;9,86;5,93;1,94;0,79;0,2;0,03;0
12;Acre;Estadual;Total;Interior;216,97;229,37;250,31;248;259,59;259,08;6,31;12,24;17,34;19,13;17,21;14,26;7,38;3,47;0,84;0,5;3,63;8,4;16,03;18,94;18,9;16,54;9,15;5,19;1,99;0,74;14,44;15,22;19,37;21;16,06;9,27;3,45;1,19;0;14,56;16,75;22,14;19,37;14,12;8,48;3,16;1,04;0,37;0,02;22,99;18,5;21,83;17,8;11,95;5,43;1,23;0,28;0;21,71;22,7;21,71;15,63;10,62;5,02;1,79;0,71;0,1;0;0
12;Acre;Estadual;Total;Total;220,6;232,8;253,26;249,49;260,89;259,65;5,04;10,39;16,93;19,65;18,88;14,6;8,4;3,56;0,79;0,45;2,98;7,88;14,85;18,35;19,44;16,28;11,4;5,77;1,93;0,66;13,62;13,78;18,86;20,44;17,36;10,71;3,85;1,38;0;13,91;16,2;21,45;19,65;14,94;9,07;3,47;1,02;0,29;0,01;23,28;17,26;20,43;18,47;12,72;5,94;1,55;0,33;0,01;22,2;21,01;21,93;16,39;10,27;5,43;1,86;0,75;0,15;0,01;0
12;Acre;Estadual;Urbana;Capital;224,29;236,72;257,1;251,7;262,88;260,58;3,86;8,98;16,34;19,8;20,08;15,44;9,45;3,64;0,82;0,44;2,45;7,08;13,62;17,28;19,92;16,4;13,59;6,6;2,01;0,61;12,52;12,04;18,04;19,68;19,14;12,56;4,41;1,62;0;13,09;15,26;20,42;20,11;16;10,03;3,83;1,06;0,19;0;23,43;15,74;18,7;19,18;13,69;6,79;2,03;0,41;0,02;22,54;18,91;22,36;17,43;9,74;6;1,98;0,82;0,18;0,03;0
12;Acre;Estadual;Urbana;Interior;222,32;235,13;252,83;249,93;260,25;259,48;5,17;10,82;15,66;19,15;18,03;16,08;8,4;4,25;1,04;0,4;2,9;7,15;14,38;17,75;19,58;17,59;10,45;6,15;2,69;0,95;13,29;14,55;19,12;21,16;16,36;10,21;3,92;1,4;0;13,78;16,22;21,43;19,76;14,53;9,22;3,56;1,08;0,4;0,02;22,76;18,36;21,56;17,96;11,87;5,82;1,35;0,32;0;21,8;22,58;21,44;15,52;10,57;5,21;2;0,8;0,09;0;0
12;Acre;Estadual;Urbana;Total;223,56;236,14;254,94;250,81;261,51;260,01;4,34;9,66;16,09;19,56;19,32;15,68;9,06;3,87;0,9;0,42;2,62;7,11;13,9;17,46;19,79;16,84;12,43;6,44;2,26;0,74;12,91;13,31;18,59;20,43;17,73;11,37;4,16;1,51;0;13,44;15,75;20,93;19,93;15,26;9,62;3,7;1,07;0,3;0,01;23,08;17,11;20,19;18,54;12,74;6,29;1,67;0,36;0,01;22,15;20,82;21,88;16,44;10,17;5,59;1,99;0,81;0,13;0,02;0
12;Acre;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Federal;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Federal;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Federal;Total;Capital;235,12;227,81;291,84;299,32;308,93;307,4;3,33;6,67;6,67;26,67;20;23,33;10;3,33;0;3,33;0;0;16,67;26,67;33,33;10;0;10;0;0;0;0;4,55;18,18;45,45;13,64;13,64;4,55;0;0;0;13,64;22,73;13,64;4,55;40,91;4,55;0;0;9,68;3,23;16,13;3,23;12,9;35,48;19,35;0;0;6,45;12,9;6,45;22,58;6,45;19,35;12,9;9,68;3,23;0;0
12;Acre;Federal;Total;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Federal;Total;Total;235,12;227,81;291,84;299,32;308,93;307,4;3,33;6,67;6,67;26,67;20;23,33;10;3,33;0;3,33;0;0;16,67;26,67;33,33;10;0;10;0;0;0;0;4,55;18,18;45,45;13,64;13,64;4,55;0;0;0;13,64;22,73;13,64;4,55;40,91;4,55;0;0;9,68;3,23;16,13;3,23;12,9;35,48;19,35;0;0;6,45;12,9;6,45;22,58;6,45;19,35;12,9;9,68;3,23;0;0
12;Acre;Federal;Urbana;Capital;235,12;227,81;291,84;299,32;308,93;307,4;3,33;6,67;6,67;26,67;20;23,33;10;3,33;0;3,33;0;0;16,67;26,67;33,33;10;0;10;0;0;0;0;4,55;18,18;45,45;13,64;13,64;4,55;0;0;0;13,64;22,73;13,64;4,55;40,91;4,55;0;0;9,68;3,23;16,13;3,23;12,9;35,48;19,35;0;0;6,45;12,9;6,45;22,58;6,45;19,35;12,9;9,68;3,23;0;0
12;Acre;Federal;Urbana;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Federal;Urbana;Total;235,12;227,81;291,84;299,32;308,93;307,4;3,33;6,67;6,67;26,67;20;23,33;10;3,33;0;3,33;0;0;16,67;26,67;33,33;10;0;10;0;0;0;0;4,55;18,18;45,45;13,64;13,64;4,55;0;0;0;13,64;22,73;13,64;4,55;40,91;4,55;0;0;9,68;3,23;16,13;3,23;12,9;35,48;19,35;0;0;6,45;12,9;6,45;22,58;6,45;19,35;12,9;9,68;3,23;0;0
12;Acre;Municipal;Rural;Capital;223,09;232,71;0;0;0;0;1,69;13,21;12,6;23,55;24,05;12,68;7,72;2,68;0,93;0;3,85;6,51;14,1;19,44;17,14;19,97;12,99;5;0,99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Rural;Interior;188,84;201,81;224,23;227,38;0;0;14,76;20,22;19,98;17,26;8,95;6,88;3,21;1,49;0;2,15;11,83;15,94;19,93;19,63;16,31;8,01;4,45;1,56;0,18;0;32,06;21,51;16,85;14,98;10,2;2,75;1,01;0,62;0;28,13;25,48;18,7;12,86;8,33;4,34;1,13;0,54;0,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Rural;Total;194,45;206,88;224,23;227,38;0;0;12,62;19,07;18,77;18,29;11,43;7,83;3,95;1,69;0,15;1,8;10,52;14,4;18,98;19,6;16,45;9,97;5,85;2,12;0,31;0;32,06;21,51;16,85;14,98;10,2;2,75;1,01;0,62;0;28,13;25,48;18,7;12,86;8,33;4,34;1,13;0,54;0,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Total;Capital;227,59;241,44;0;0;0;0;2,57;8,92;14,09;20,11;21,61;15,88;9,38;4,42;1,41;0,19;1,72;6,28;12,11;17,35;17,35;19,28;14,88;7,47;2,89;0,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Total;Interior;200,71;212,08;235,73;235,14;0;0;11,2;16,63;19,13;19,08;14,39;9,06;4,41;1,79;0,31;1,1;6,86;13,92;19,99;20,94;16,98;10,59;6,58;2,17;0,69;0,18;22,98;18,07;19,21;20,98;11,34;4,97;1,99;0,47;0;21,51;21,91;21,61;17,68;9,34;5,73;1,79;0,23;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Total;Total;207,34;219,32;235,73;235,14;0;0;9,07;14,73;17,88;19,33;16,17;10,74;5,64;2,44;0,58;0,87;5,59;12,04;18,04;20,06;17,07;12,73;8,62;3,47;1,24;0,25;22,98;18,07;19,21;20,98;11,34;4,97;1,99;0,47;0;21,51;21,91;21,61;17,68;9,34;5,73;1,79;0,23;0,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Urbana;Capital;228,3;242,8;0;0;0;0;2,71;8,25;14,33;19,57;21,23;16,38;9,64;4,7;1,49;0,22;1,39;6,25;11,8;17,03;17,38;19,17;15,18;7,85;3,19;0,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Urbana;Interior;204,16;215,06;244,11;240,78;0;0;10,17;15,59;18,88;19,61;15,97;9,7;4,76;1,88;0,4;0,79;5,42;13,33;20;21,33;17,18;11,34;7,19;2,34;0,84;0,23;16,36;15,56;20,92;25,35;12,16;6,59;2,7;0,35;0;16,7;19,31;23,74;21,19;10,07;6,74;2,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Municipal;Urbana;Total;210,62;222,49;244,11;240,78;0;0;8,17;13,63;17,66;19,6;17,38;11,48;6,07;2,63;0,69;0,64;4,34;11,44;17,81;20,17;17,23;13,44;9,33;3,82;1,47;0,32;16,36;15,56;20,92;25,35;12,16;6,59;2,7;0,35;0;16,7;19,31;23,74;21,19;10,07;6,74;2,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Privada;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Privada;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Privada;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;Acre;Privada;Total;Capital;249,62;261,43;296,7;289,12;307,31;311,78;0,5;3,5;8,09;14,09;18,98;24,98;20,28;6,19;2,7;0;0,2;2,5;5,19;12,39;18,18;22,58;20,08;11,89;4,9;2,1;1,67;1,88;8,35;18,37;23,38;20,25;14,61;11,48;0;0,84;5,43;10,86;18,58;26,1;22,34;8,56;3,76;3,55;0;6,5;4,86;9,6;18,08;24,69;18,76;11,75;5,31;0,45;6,38;7,12;12,32;12,77;19,27;16,1;14,18;8,93;2,26;0,68;0
12;Acre;Privada;Total;Interior;245,41;252,28;302,43;287,8;297,81;294,25;0;4,76;9,52;23,81;19,05;19,05;14,29;9,52;0;0;0;9,52;0;23,81;19,05;9,52;23,81;4,76;9,52;0;0;0;15;0;20;45;15;5;0;0;5;5;25;30;25;10;0;0;0;10,53;5,26;15,79;15,79;10,53;21,05;15,79;5,26;0;10,53;5,26;15,79;21,05;15,79;21,05;5,26;0;5,26;0;0
12;Acre;Privada;Total;Total;249,31;260,74;297,12;289,03;306,73;310,7;0,46;3,59;8,2;14,82;18,99;24,53;19,83;6,45;2,49;0;0,18;3,03;4,8;13,25;18,25;21,59;20,36;11,35;5,24;1,94;1,55;1,74;8,84;17,03;23,13;22,06;14,64;11,01;0;0,77;5,4;10,43;19,05;26,38;22,53;8,66;3,48;3,29;0;6,74;4,88;9,98;17,94;23,82;18,9;12;5,31;0,42;6,64;7;12,53;13,28;19,05;16,41;13,63;8,38;2,44;0,64;0
12;Acre;Privada;Urbana;Capital;249,62;261,43;296,7;289,12;307,31;311,78;0,5;3,5;8,09;14,09;18,98;24,98;20,28;6,19;2,7;0;0,2;2,5;5,19;12,39;18,18;22,58;20,08;11,89;4,9;2,1;1,67;1,88;8,35;18,37;23,38;20,25;14,61;11,48;0;0,84;5,43;10,86;18,58;26,1;22,34;8,56;3,76;3,55;0;6,5;4,86;9,6;18,08;24,69;18,76;11,75;5,31;0,45;6,38;7,12;12,32;12,77;19,27;16,1;14,18;8,93;2,26;0,68;0
12;Acre;Privada;Urbana;Interior;245,41;252,28;302,43;287,8;297,81;294,25;0;4,76;9,52;23,81;19,05;19,05;14,29;9,52;0;0;0;9,52;0;23,81;19,05;9,52;23,81;4,76;9,52;0;0;0;15;0;20;45;15;5;0;0;5;5;25;30;25;10;0;0;0;10,53;5,26;15,79;15,79;10,53;21,05;15,79;5,26;0;10,53;5,26;15,79;21,05;15,79;21,05;5,26;0;5,26;0;0
12;Acre;Privada;Urbana;Total;249,31;260,74;297,12;289,03;306,73;310,7;0,46;3,59;8,2;14,82;18,99;24,53;19,83;6,45;2,49;0;0,18;3,03;4,8;13,25;18,25;21,59;20,36;11,35;5,24;1,94;1,55;1,74;8,84;17,03;23,13;22,06;14,64;11,01;0;0,77;5,4;10,43;19,05;26,38;22,53;8,66;3,48;3,29;0;6,74;4,88;9,98;17,94;23,82;18,9;12;5,31;0,42;6,64;7;12,53;13,28;19,05;16,41;13,63;8,38;2,44;0,64;0
12;Acre;Total - Estadual e Municipal;Rural;Capital;216,62;225,58;251,52;245,29;253,35;255,02;4,99;11,1;16,94;22,49;21,39;10,54;6,67;3,24;0,5;0,16;3,41;9,7;16,33;22,31;18,4;15,61;9,62;3,27;0,86;0,33;14,59;12,92;21,23;21,06;15,45;10,17;3,12;1,45;0;13,79;19,58;23,67;18,23;14,43;6,3;3,69;0;0,3;0;27,91;16,35;19,62;21,48;13,13;1,51;0;0;0;27,93;20,44;18,49;14,52;12,44;4,36;1,06;0;0,76;0;0
12;Acre;Total - Estadual e Municipal;Rural;Interior;193,97;206,25;235,04;236,12;255,46;256,59;12,68;18,65;20,84;17,99;11,32;7,74;3,72;1,38;0,1;1,6;9,38;14,36;20,26;20,71;16,56;10,22;4,83;1,91;0,11;0,05;23,04;19,1;19,43;18,8;13,48;4,47;1,29;0,4;0;20,86;20,86;23,34;16,32;11,21;4,99;1,34;0,79;0,3;0;24,45;19,35;23,51;16,78;12,41;3,02;0,5;0;0;21,17;23,43;23,45;16,31;10,9;3,87;0,52;0,18;0,18;0;0
12;Acre;Total - Estadual e Municipal;Rural;Total;199,62;211,07;238,22;237,89;255,02;256,26;10,76;16,77;19,87;19,11;13,83;8,44;4,45;1,84;0,2;1,24;7,89;13,2;19,28;21,11;17,02;11,57;6,03;2,25;0,29;0,12;21,41;17,91;19,77;19,23;13,86;5,57;1,64;0,6;0;19,5;20,61;23,41;16,68;11,83;5,24;1,79;0,64;0,3;0;25,17;18,72;22,69;17,76;12,56;2,7;0,39;0;0;22,59;22,8;22,41;15,94;11,22;3,97;0,63;0,14;0,3;0;0
12;Acre;Total - Estadual e Municipal;Total;Capital;224,44;237,02;256,69;251,24;262,46;260,34;3,69;9,03;15,91;20,04;20,51;15,14;9,19;3,86;0,95;0,35;2,29;7,16;13,46;17,77;19,12;17;13,55;6,55;2,18;0,57;12,67;12,11;18,27;19,78;18,87;12,38;4,32;1,61;0;13,14;15,57;20,66;19,97;15,89;9,76;3,82;0,99;0,2;0;23,63;15,77;18,74;19,28;13,66;6,56;1,94;0,39;0,02;22,78;18,97;22,19;17,3;9,86;5,93;1,94;0,79;0,2;0,03;0
12;Acre;Total - Estadual e Municipal;Total;Interior;206,67;218,42;248,12;246,07;259,59;259,08;9,41;15,02;18,47;19,1;15,42;10,97;5,5;2,4;0,51;0,88;5,68;11,9;18,54;20,21;17,69;12,77;7,52;3,27;1,17;0,38;15,72;15,65;19,35;21;15,35;8,62;3,23;1,08;0;15,61;17,52;22,06;19,12;13,4;8,06;2,95;0,92;0,35;0,01;22,99;18,5;21,83;17,8;11,95;5,43;1,23;0,28;0;21,71;22,7;21,71;15,63;10,62;5,02;1,79;0,71;0,1;0;0
12;Acre;Total - Estadual e Municipal;Total;Total;214,12;226,22;251,73;248,25;260,89;259,65;7,01;12,51;17,4;19,49;17,56;12,72;7,05;3,02;0,69;0,66;4,26;9,91;16,41;19,19;18,29;14,55;10,05;4,65;1,59;0,46;14,44;14,15;18,89;20,48;16,84;10,21;3,69;1,3;0;14,57;16,7;21,47;19,48;14,45;8,78;3,32;0,95;0,28;0,01;23,28;17,26;20,43;18,47;12,72;5,94;1,55;0,33;0,01;22,2;21,01;21,93;16,39;10,27;5,43;1,86;0,75;0,15;0,01;0
