CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
4;Sul;Estadual;Urbana;Interior;219,4;227,65;262,48;263,09;267,28;269,74;4,76;10,24;17,09;21,11;19,63;14,31;7,44;3,01;0,67;0,63;2,82;8,02;15,03;20,33;22,38;17,6;9,06;3,06;0,86;0,21;10,29;10,39;16,17;20,99;20,96;13,83;5,54;1,82;0;8,56;11,01;18,33;21,7;19,47;12,98;5,78;1,7;0,41;0,06;20,87;14,74;18,55;19,21;15,01;8,11;2,86;0,59;0,05;18,17;16,94;19,72;17,9;13,9;8,72;3,35;1,02;0,24;0,04;0
4;Sul;Estadual;Urbana;Total;217,77;225,64;262,44;263,02;267,61;269,86;5,13;10,75;17,48;21,18;19,32;13,77;7,06;2,84;0,64;0,7;3,08;8,52;15,7;20,79;22,13;16,92;8,38;2,81;0,78;0,19;10,4;10,38;16,15;20,87;20,89;13,87;5,59;1,85;0;8,64;11,03;18,3;21,67;19,48;12,9;5,77;1,7;0,44;0,06;20,96;14,52;18,29;19,1;15,08;8,34;2,99;0,66;0,05;18,34;16,9;19,53;17,8;13,87;8,7;3,43;1,09;0,3;0,06;0
4;Sul;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Federal;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Federal;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Federal;Total;Capital;235,77;257,05;312,79;328,19;319,2;355,88;4,46;5,62;15,66;15,52;22,23;16,6;9,95;6,69;3,27;0;2,27;2,27;10,14;12,19;16,74;22,09;9,96;14,44;7,66;2,24;2,06;1,6;3,49;9,36;16,89;24,52;21,19;20,88;0;1,82;2,2;3,3;5,46;13,14;17,07;21,64;16,87;11,77;6,71;6,76;3,49;4,58;10,9;20,76;25,73;17,58;9,3;0,91;3,55;2,23;3,77;7,21;10,87;15,28;17,5;12,97;14,64;11,98;0
4;Sul;Federal;Total;Interior;0;0;330,03;346,43;347,02;376,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71;1,77;18,07;16,33;32,91;29,21;0;0;0,85;0,85;5,16;5,16;15,51;14,77;30,16;24,11;3,42;0,67;1,87;3,29;7;10,88;18,99;30,57;24,99;1,74;1,28;0,92;2,42;5,09;5,02;8,1;21,74;19,34;21,75;14,34;0
4;Sul;Federal;Total;Total;235,77;257,05;316,45;332,06;330,09;363,8;4,46;5,62;15,66;15,52;22,23;16,6;9,95;6,69;3,27;0;2,27;2,27;10,14;12,19;16,74;22,09;9,96;14,44;7,66;2,24;1,63;1,26;3,11;7,75;17,14;22,78;23,68;22,65;0;1,44;1,92;2,78;5,4;11,45;16,74;20,18;19,69;14,4;6,01;4,37;2,86;4,08;9,37;16,89;23,09;22,67;15,45;1,23;2,66;1,72;3,24;6,38;8,58;12,47;19,16;15,47;17,43;12,91;0
4;Sul;Federal;Urbana;Capital;235,77;257,05;312,79;328,19;319,2;355,88;4,46;5,62;15,66;15,52;22,23;16,6;9,95;6,69;3,27;0;2,27;2,27;10,14;12,19;16,74;22,09;9,96;14,44;7,66;2,24;2,06;1,6;3,49;9,36;16,89;24,52;21,19;20,88;0;1,82;2,2;3,3;5,46;13,14;17,07;21,64;16,87;11,77;6,71;6,76;3,49;4,58;10,9;20,76;25,73;17,58;9,3;0,91;3,55;2,23;3,77;7,21;10,87;15,28;17,5;12,97;14,64;11,98;0
4;Sul;Federal;Urbana;Interior;0;0;330,03;346,43;347,02;376,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71;1,77;18,07;16,33;32,91;29,21;0;0;0,85;0,85;5,16;5,16;15,51;14,77;30,16;24,11;3,42;0,67;1,87;3,29;7;10,88;18,99;30,57;24,99;1,74;1,28;0,92;2,42;5,09;5,02;8,1;21,74;19,34;21,75;14,34;0
4;Sul;Federal;Urbana;Total;235,77;257,05;316,45;332,06;330,09;363,8;4,46;5,62;15,66;15,52;22,23;16,6;9,95;6,69;3,27;0;2,27;2,27;10,14;12,19;16,74;22,09;9,96;14,44;7,66;2,24;1,63;1,26;3,11;7,75;17,14;22,78;23,68;22,65;0;1,44;1,92;2,78;5,4;11,45;16,74;20,18;19,69;14,4;6,01;4,37;2,86;4,08;9,37;16,89;23,09;22,67;15,45;1,23;2,66;1,72;3,24;6,38;8,58;12,47;19,16;15,47;17,43;12,91;0
4;Sul;Municipal;Rural;Capital;230,6;235,68;243,91;255,46;0;0;2,14;6,42;12,64;22,62;31,7;6,59;12,02;5,87;0;0;0;4,28;16,92;14,43;29,91;18,17;8,91;7,39;0;0;9,78;28,89;27,11;9,33;12,89;4,89;7,11;0;0;12;11,56;22,22;15,11;21,78;12,44;2,22;2,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Municipal;Rural;Interior;212,58;225,13;253,56;258,99;254,72;259;6,08;12,77;19,45;21,1;18,05;11,94;5,8;2,32;0,54;0,59;3,17;9,21;16,24;20,59;21,36;16,4;8,19;3,16;0,83;0,26;13,42;13,56;18,29;20,7;18,36;10,78;3,66;1,22;0;9,97;12,25;19,33;21,2;19,09;11,25;4,9;1,67;0,31;0,02;28,87;16,97;19,2;19,85;10,42;2,53;2,16;0;0;12,86;23,65;33,97;16,19;7,62;4,64;1,08;0;0;0;0
4;Sul;Municipal;Rural;Total;212,63;225,15;253,51;258,97;254,72;259;6,07;12,75;19,44;21,11;18,08;11,92;5,81;2,33;0,54;0,59;3,16;9,19;16,24;20,58;21,39;16,41;8,2;3,17;0,83;0,26;13,4;13,64;18,33;20,64;18,33;10,75;3,68;1,22;0;9,99;12,24;19,34;21,17;19,11;11,26;4,89;1,68;0,31;0,02;28,87;16,97;19,2;19,85;10,42;2,53;2,16;0;0;12,86;23,65;33,97;16,19;7,62;4,64;1,08;0;0;0;0
4;Sul;Municipal;Total;Capital;219,28;230,96;253,23;254,14;217,78;229,71;4,83;9,92;17,07;21,7;20,18;13,81;7,06;3,07;0,68;0,55;2,63;7,23;14,3;19,71;21,93;17,8;9,97;4,1;1,3;0,47;16,91;11,62;15,89;19,96;17,18;12,29;4,44;1,71;0;13,98;12,27;19,24;20,23;18,06;10,13;4,31;1,37;0,32;0,09;67,74;12,9;6,45;0;6,45;3,23;3,23;0;0;51,61;29,03;6,45;3,23;6,45;3,23;0;0;0;0;0
4;Sul;Municipal;Total;Interior;222,17;233,44;264,83;265,81;268,72;271,16;4,2;9,71;16,65;20,79;20,26;14,67;8,01;3,56;0,85;0,46;2,33;6,94;13,44;19;21,91;18,56;10,74;4,6;1,56;0,45;9,86;9,7;15,63;20,51;21,03;14,58;6,4;2,29;0;8,3;10,17;17,36;20,94;20,01;13,65;6,6;2,25;0,62;0,1;24,42;11,73;16,04;17,73;13,95;10,05;4,29;1,42;0,38;20,95;16,46;17,82;14,82;11,84;9,48;5;2,5;0,77;0,36;0
4;Sul;Municipal;Total;Total;221,92;233,23;264,01;264,98;263,27;266,73;4,25;9,73;16,68;20,87;20,25;14,59;7,92;3,51;0,84;0,47;2,36;6,97;13,52;19,07;21,92;18,49;10,68;4,56;1,53;0,45;10,36;9,84;15,65;20,47;20,76;14,41;6,26;2,25;0;8,71;10,32;17,49;20,89;19,87;13,4;6,44;2,19;0,6;0,1;29,05;11,86;15,01;15,83;13,14;9,32;4,17;1,27;0,34;24,23;17,8;16,6;13,58;11,26;8,81;4,47;2,23;0,68;0,32;0
4;Sul;Municipal;Urbana;Capital;219,26;230,95;253,3;254,13;217,78;229,71;4,84;9,93;17,08;21,7;20,15;13,83;7,05;3,07;0,68;0,55;2,63;7,24;14,3;19,72;21,91;17,8;9,98;4,09;1,31;0,47;16,96;11,48;15,8;20,05;17,22;12,35;4,42;1,73;0;13,99;12,27;19,21;20,27;18,03;10,11;4,33;1,36;0,32;0,09;67,74;12,9;6,45;0;6,45;3,23;3,23;0;0;51,61;29,03;6,45;3,23;6,45;3,23;0;0;0;0;0
4;Sul;Municipal;Urbana;Interior;223,12;234,27;266,3;266,7;270,65;272,83;4,01;9,41;16,37;20,76;20,47;14,93;8,22;3,68;0,88;0,45;2,25;6,72;13,17;18,85;21,97;18,77;11;4,74;1,63;0,47;9,4;9,2;15,28;20,48;21,38;15,07;6,76;2,43;0;8,09;9,9;17,11;20,9;20,12;13,96;6,82;2,33;0,66;0,11;23,81;11,01;15,61;17,44;14,43;11,08;4,58;1,61;0,44;22,06;15,47;15,6;14,64;12,41;10,15;5,54;2,84;0,87;0,41;0
4;Sul;Municipal;Urbana;Total;222,76;233,95;265,27;265,7;264,31;267,66;4,09;9,46;16,44;20,85;20,44;14,83;8,11;3,62;0,86;0,46;2,29;6,77;13,27;18,93;21,96;18,68;10,9;4,68;1,6;0,47;10;9,38;15,32;20,45;21,05;14,85;6,57;2,37;0;8,55;10,09;17,27;20,85;19,96;13,66;6,63;2,25;0,64;0,11;29,07;11,24;14,51;15,35;13,47;10,14;4,42;1,42;0,39;25,61;17,1;14,5;13,27;11,7;9,32;4,88;2,5;0,77;0,36;0
4;Sul;Privada;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Privada;Rural;Interior;252,33;266,87;300,62;311,3;287,39;301,72;0;0;13,51;16,22;16,22;18,92;21,62;10,81;2,7;0;0;0;5,41;0;27,03;27,03;27,03;8,11;5,41;0;0,84;1,69;7,46;16,09;19,99;22,39;23,23;8,31;0;0;5,26;2,53;13,04;16,09;17,46;25,44;14,93;5,26;0;17,4;6,72;18,59;15,33;15,42;16;6,05;2,8;1,69;13,51;9,91;11,11;15,16;14,77;11,95;7,71;9,52;4,43;1,93;0
4;Sul;Privada;Rural;Total;252,33;266,87;300,62;311,3;287,39;301,72;0;0;13,51;16,22;16,22;18,92;21,62;10,81;2,7;0;0;0;5,41;0;27,03;27,03;27,03;8,11;5,41;0;0,84;1,69;7,46;16,09;19,99;22,39;23,23;8,31;0;0;5,26;2,53;13,04;16,09;17,46;25,44;14,93;5,26;0;17,4;6,72;18,59;15,33;15,42;16;6,05;2,8;1,69;13,51;9,91;11,11;15,16;14,77;11,95;7,71;9,52;4,43;1,93;0
4;Sul;Privada;Total;Capital;250,37;266,39;298,46;312,77;321,2;340,92;1,11;2,9;6,58;13,67;22,54;22,24;18,09;9,47;2,41;0,41;0,67;0,84;3,83;7,69;17,33;27,5;22,64;12,25;5,38;1,47;3,22;4,84;6,04;11,18;19,77;25,41;17,58;11,96;0;1,77;1,85;7,17;10,67;14,65;20,85;20,98;13,66;6,65;1,74;4,63;3,78;7,93;9,78;18,23;25,79;21,04;8,29;0,52;5,14;2,57;5,45;9,72;12,06;14,62;20,04;15,08;10,11;5,01;0,2
4;Sul;Privada;Total;Interior;249,7;264,71;299,88;312,5;315,15;332,75;0,96;3,41;7,68;15,01;21,89;22,16;17,33;9,08;2,29;0,04;0,23;1,9;4,37;9,91;19,1;21,9;22,26;13,85;5,04;1,4;2,9;2,64;6,96;12,68;20,34;24,69;18,33;11,47;0;1,83;2,54;5,44;9,65;18,19;20,21;19,98;14,69;5,74;1,72;4,96;5,07;8,3;14,04;20,53;23,13;16,27;6,79;0,91;3,89;4,83;7,05;11,26;13,84;18,14;17,82;12,16;7,46;3,41;0,14
4;Sul;Privada;Total;Total;249,88;265,17;299,51;312,57;316,9;335,11;1;3,27;7,38;14,64;22,07;22,19;17,53;9,19;2,32;0,14;0,35;1,61;4,22;9,3;18,61;23,43;22,36;13,41;5,13;1,42;2,98;3,22;6,72;12,28;20,19;24,88;18,13;11,6;0;1,82;2,36;5,9;9,92;17,25;20,38;20,24;14,42;5,98;1,73;4,87;4,7;8,19;12,81;19,86;23,9;17,64;7,23;0,8;4,25;4,18;6,59;10,81;13,33;17,12;18,46;13;8,22;3,87;0,16
4;Sul;Privada;Urbana;Capital;250,37;266,39;298,46;312,77;321,2;340,92;1,11;2,9;6,58;13,67;22,54;22,24;18,09;9,47;2,41;0,41;0,67;0,84;3,83;7,69;17,33;27,5;22,64;12,25;5,38;1,47;3,22;4,84;6,04;11,18;19,77;25,41;17,58;11,96;0;1,77;1,85;7,17;10,67;14,65;20,85;20,98;13,66;6,65;1,74;4,63;3,78;7,93;9,78;18,23;25,79;21,04;8,29;0,52;5,14;2,57;5,45;9,72;12,06;14,62;20,04;15,08;10,11;5,01;0,2
4;Sul;Privada;Urbana;Interior;249,7;264,71;299,88;312,5;315,52;333,16;0,96;3,42;7,67;15,01;21,9;22,17;17,32;9,08;2,29;0,04;0,23;1,9;4,37;9,93;19,08;21,89;22,25;13,86;5,04;1,41;2,9;2,64;6,96;12,67;20,34;24,7;18,31;11,48;0;1,84;2,53;5,45;9,64;18,2;20,22;19,96;14,69;5,74;1,73;4,8;5,05;8,16;14,02;20,6;23,23;16,4;6,85;0,9;3,76;4,76;7;11,21;13,83;18,22;17,95;12,19;7,5;3,43;0,14
4;Sul;Privada;Urbana;Total;249,88;265,17;299,5;312,57;317,17;335,42;1;3,28;7,37;14,64;22,08;22,19;17,53;9,19;2,32;0,14;0,35;1,61;4,22;9,32;18,6;23,43;22,36;13,42;5,13;1,42;2,99;3,23;6,72;12,27;20,19;24,89;18,12;11,61;0;1,82;2,35;5,91;9,91;17,26;20,39;20,23;14,42;5,98;1,73;4,75;4,68;8,1;12,79;19,91;23,98;17,75;7,27;0,79;4,16;4,12;6,55;10,77;13,31;17,17;18,56;13,03;8,26;3,89;0,16
4;Sul;Total - Estadual e Municipal;Rural;Capital;231,22;236,55;244,6;248,48;0;0;1,78;5,35;16,09;18,85;30,12;11,05;11,87;4,9;0;0;0;5,42;14,1;15,73;28,63;18,84;11,13;6,16;0;0;7,86;28,83;27,4;10,31;15,97;3,93;5,71;0;0;12,45;20,51;20,66;14,95;17,5;10;1,79;2,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Total - Estadual e Municipal;Rural;Interior;211,81;223,95;252,94;257,37;256,3;262,33;6,5;13,01;19,33;21,06;17,83;11,65;5,73;2,31;0,53;0,66;3,47;9,72;16,37;20,51;21,19;16,05;7,96;3,02;0,81;0,23;13,86;13,49;18,07;21,12;18,23;10,46;3,65;1,11;0;10,91;12,69;19,65;21,05;18,06;10,85;4,82;1,62;0,3;0,06;26,67;18,46;19,16;17,69;11,24;4,89;1,57;0,33;0;21,1;18,83;22,26;16,37;12,07;6,5;2,38;0,38;0,06;0,04;0
4;Sul;Total - Estadual e Municipal;Rural;Total;211,86;223,99;252,92;257,35;256,3;262,33;6,49;12,99;19,32;21,06;17,86;11,65;5,74;2,31;0,53;0,66;3,46;9,7;16,37;20,5;21,21;16,06;7,97;3,03;0,81;0,23;13,85;13,53;18,1;21,09;18,22;10,45;3,66;1,11;0;10,92;12,71;19,65;21,03;18,06;10,84;4,81;1,62;0,29;0,06;26,67;18,46;19,16;17,69;11,24;4,89;1,57;0,33;0;21,1;18,83;22,26;16,37;12,07;6,5;2,38;0,38;0,06;0,04;0
4;Sul;Total - Estadual e Municipal;Total;Capital;215,73;225,51;260,46;260,86;269,82;270,57;5,62;11,15;17,96;21,66;19,32;12,78;6,33;2,66;0,59;0,73;3,27;8,57;16;20,91;21,5;16,24;8,2;3,23;1;0,34;12,3;10,56;16;19,9;19,75;13,8;5,73;1,97;0;10,12;11,46;18,26;21,19;19,3;11,92;5,41;1,68;0,56;0,1;21,78;12,95;16,29;18,2;15,54;10,03;3,94;1,2;0,07;19,72;16,64;18,06;16,93;13,59;8,57;4;1,6;0,69;0,21;0
4;Sul;Total - Estadual e Municipal;Total;Interior;221,43;232,06;262,68;263,52;266,87;269,46;4,37;9,88;16,76;20,86;20,08;14,54;7,86;3,43;0,81;0,5;2,47;7,23;13,81;19,29;21,99;18,31;10,35;4,26;1,4;0,39;10,35;10,34;16,1;20,88;20,85;13,87;5,69;1,92;0;8,63;10,87;18,14;21,46;19,52;13,05;5,96;1,84;0,47;0,07;21,11;14,87;18,56;19,15;14,86;8;2,82;0,58;0,05;18,3;17,01;19,81;17,83;13,82;8,64;3,32;1;0,24;0,05;0
4;Sul;Total - Estadual e Municipal;Total;Total;220,87;231,42;262,46;263,26;267,21;269,59;4,49;10;16,88;20,94;20,01;14,36;7,71;3,35;0,79;0,52;2,55;7,36;14,03;19,45;21,94;18,1;10,14;4,16;1,36;0,39;10,54;10,36;16,09;20,78;20,75;13,87;5,69;1,92;0;8,78;10,93;18,15;21,43;19,5;12,94;5,91;1,83;0,47;0,07;21,19;14,65;18,3;19,04;14,94;8,23;2,95;0,65;0,05;18,46;16,96;19,61;17,73;13,79;8,63;3,4;1,07;0,29;0,06;0
4;Sul;Total - Estadual e Municipal;Urbana;Capital;215,7;225,49;260,49;260,89;269,82;270,57;5,63;11,16;17,96;21,66;19,3;12,79;6,32;2,66;0,6;0,73;3,28;8,58;16,01;20,92;21,49;16,23;8,19;3,23;1;0,34;12,31;10,52;15,98;19,91;19,76;13,81;5,73;1,98;0;10,12;11,44;18,26;21,2;19,3;11,93;5,41;1,68;0,56;0,1;21,78;12,95;16,29;18,2;15,54;10,03;3,94;1,2;0,07;19,72;16,64;18,06;16,93;13,59;8,57;4;1,6;0,69;0,21;0
4;Sul;Total - Estadual e Municipal;Urbana;Interior;222,29;232,78;263,48;264,03;267,3;269,75;4,18;9,6;16,53;20,84;20,29;14,79;8,05;3,53;0,84;0,49;2,38;7,01;13,58;19,18;22,06;18,51;10,56;4,37;1,45;0,41;10,06;10,08;15,94;20,86;21,07;14,15;5,86;1,98;0;8,44;10,72;18,01;21,49;19,64;13,23;6,06;1,86;0,48;0,07;20,89;14,72;18,54;19,21;15,01;8,12;2,87;0,59;0,05;18,18;16,93;19,71;17,89;13,89;8,72;3,36;1,03;0,25;0,05;0
4;Sul;Total - Estadual e Municipal;Urbana;Total;221,6;232,02;263,16;263,7;267,6;269,85;4,33;9,76;16,68;20,93;20,18;14,58;7,87;3,44;0,81;0,51;2,47;7,18;13,84;19,36;22;18,27;10,31;4,25;1,41;0,4;10,3;10,13;15,94;20,76;20,93;14,12;5,84;1,98;0;8,62;10,79;18,04;21,46;19,6;13,09;5,99;1,84;0,49;0,07;20,99;14,51;18,27;19,09;15,07;8,35;3;0,66;0,05;18,37;16,9;19,51;17,78;13,86;8,7;3,43;1,09;0,3;0,07;0
4;Sul;Total - Federal, Estadual e Municipal;Rural;Capital;231,22;236,55;244,6;248,48;0;0;1,78;5,35;16,09;18,85;30,12;11,05;11,87;4,9;0;0;0;5,42;14,1;15,73;28,63;18,84;11,13;6,16;0;0;7,86;28,83;27,4;10,31;15,97;3,93;5,71;0;0;12,45;20,51;20,66;14,95;17,5;10;1,79;2,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Total - Federal, Estadual e Municipal;Rural;Interior;211,81;223,95;252,94;257,37;256,3;262,33;6,5;13,01;19,33;21,06;17,83;11,65;5,73;2,31;0,53;0,66;3,47;9,72;16,37;20,51;21,19;16,05;7,96;3,02;0,81;0,23;13,86;13,49;18,07;21,12;18,23;10,46;3,65;1,11;0;10,91;12,69;19,65;21,05;18,06;10,85;4,82;1,62;0,3;0,06;26,67;18,46;19,16;17,69;11,24;4,89;1,57;0,33;0;21,1;18,83;22,26;16,37;12,07;6,5;2,38;0,38;0,06;0,04;0
4;Sul;Total - Federal, Estadual e Municipal;Rural;Total;211,86;223,99;252,92;257,35;256,3;262,33;6,49;12,99;19,32;21,06;17,86;11,65;5,74;2,31;0,53;0,66;3,46;9,7;16,37;20,5;21,21;16,06;7,97;3,03;0,81;0,23;13,85;13,53;18,1;21,09;18,22;10,45;3,66;1,11;0;10,92;12,71;19,65;21,03;18,06;10,84;4,81;1,62;0,29;0,06;26,67;18,46;19,16;17,69;11,24;4,89;1,57;0,33;0;21,1;18,83;22,26;16,37;12,07;6,5;2,38;0,38;0,06;0,04;0
4;Sul;Total - Federal, Estadual e Municipal;Total;Capital;215,79;225,6;261,19;261,8;270,85;272,36;5,62;11,13;17,95;21,64;19,33;12,79;6,34;2,67;0,6;0,73;3,27;8,56;15,98;20,89;21,49;16,25;8,21;3,27;1,02;0,34;12,16;10,43;15,82;19,75;19,71;13,94;5,94;2,24;0;10,01;11,33;18,05;20,97;19,21;12;5,63;1,89;0,71;0,19;21,46;12,75;16,05;18,05;15,65;10,36;4,23;1,37;0,09;19,38;16,34;17,76;16,73;13,53;8,71;4,28;1,84;0,98;0,46;0
4;Sul;Total - Federal, Estadual e Municipal;Total;Interior;221,43;232,06;262,7;263,56;267,01;269,65;4,37;9,88;16,76;20,86;20,08;14,54;7,86;3,43;0,81;0,5;2,47;7,23;13,81;19,29;21,99;18,31;10,35;4,26;1,4;0,39;10,34;10,34;16,09;20,87;20,85;13,88;5,7;1,93;0;8,62;10,86;18,13;21,45;19,51;13,05;5,97;1,85;0,48;0,07;21,08;14,84;18,54;19,12;14,86;8,02;2,87;0,63;0,05;18,27;16,98;19,78;17,81;13,81;8,63;3,35;1,03;0,28;0,07;0
4;Sul;Total - Federal, Estadual e Municipal;Total;Total;220,88;231,43;262,55;263,38;267,46;269,97;4,49;10;16,88;20,93;20,01;14,37;7,71;3,36;0,79;0,52;2,55;7,36;14,03;19,44;21,94;18,11;10,14;4,16;1,36;0,39;10,52;10,35;16,07;20,76;20,74;13,88;5,72;1,96;0;8,76;10,91;18,12;21,4;19,48;12,95;5,93;1,86;0,5;0,08;21,12;14,6;18,25;19;14,95;8,29;3,03;0,71;0,05;18,4;16,9;19,54;17,68;13,77;8,64;3,46;1,13;0,36;0,12;0
4;Sul;Total - Federal, Estadual e Municipal;Urbana;Capital;215,76;225,58;261,22;261,83;270,85;272,36;5,63;11,14;17,95;21,64;19,31;12,8;6,33;2,67;0,6;0,73;3,27;8,56;15,99;20,9;21,47;16,25;8,2;3,26;1,02;0,34;12,17;10,4;15,8;19,77;19,72;13,96;5,94;2,24;0;10;11,31;18,05;20,99;19,21;12;5,64;1,89;0,71;0,19;21,46;12,75;16,05;18,05;15,65;10,36;4,23;1,37;0,09;19,38;16,34;17,76;16,73;13,53;8,71;4,28;1,84;0,98;0,46;0
4;Sul;Total - Federal, Estadual e Municipal;Urbana;Interior;222,29;232,78;263,51;264,07;267,45;269,95;4,18;9,6;16,53;20,84;20,29;14,79;8,05;3,53;0,84;0,49;2,38;7,01;13,58;19,18;22,06;18,51;10,56;4,37;1,45;0,41;10,05;10,08;15,93;20,85;21,07;14,16;5,87;1,99;0;8,44;10,71;18,01;21,48;19,63;13,23;6,06;1,87;0,49;0,07;20,85;14,7;18,51;19,18;15;8,14;2,92;0,64;0,05;18,15;16,9;19,67;17,87;13,88;8,72;3,39;1,06;0,29;0,07;0
4;Sul;Total - Federal, Estadual e Municipal;Urbana;Total;221,6;232,02;263,26;263,83;267,86;270,24;4,33;9,76;16,68;20,92;20,18;14,58;7,87;3,44;0,81;0,51;2,47;7,18;13,84;19,36;22;18,27;10,31;4,25;1,41;0,4;10,28;10,11;15,92;20,74;20,92;14,13;5,88;2,02;0;8,6;10,78;18,01;21,43;19,59;13,1;6,01;1,87;0,51;0,09;20,92;14,46;18,21;19,05;15,08;8,41;3,08;0,73;0,06;18,3;16,83;19,44;17,73;13,83;8,72;3,5;1,15;0,37;0,12;0
4;Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;231,22;236,55;244,6;248,48;0;0;1,78;5,35;16,09;18,85;30,12;11,05;11,87;4,9;0;0;0;5,42;14,1;15,73;28,63;18,84;11,13;6,16;0;0;7,86;28,83;27,4;10,31;15,97;3,93;5,71;0;0;12,45;20,51;20,66;14,95;17,5;10;1,79;2,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;211,93;224,08;253,21;257,68;257,9;264,35;6,48;12,97;19,31;21,05;17,82;11,67;5,77;2,33;0,54;0,66;3,46;9,69;16,34;20,45;21,21;16,08;8,02;3,04;0,82;0,23;13,79;13,42;18,01;21,09;18,24;10,53;3,77;1,15;0;10,85;12,65;19,55;21;18,05;10,88;4,94;1,7;0,32;0,06;26,19;17,86;19,13;17,57;11,45;5,46;1,8;0,45;0,09;20,71;18,37;21,69;16,3;12,21;6,78;2,66;0,85;0,29;0,13;0
4;Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Total;211,98;224,11;253,19;257,66;257,9;264,35;6,47;12,95;19,3;21,04;17,86;11,67;5,79;2,34;0,54;0,66;3,45;9,68;16,34;20,44;21,23;16,09;8,03;3,05;0,82;0,23;13,77;13,46;18,04;21,06;18,23;10,51;3,77;1,15;0;10,86;12,67;19,56;20,98;18,05;10,88;4,93;1,7;0,32;0,06;26,19;17,86;19,13;17,57;11,45;5,46;1,8;0,45;0,09;20,71;18,37;21,69;16,3;12,21;6,78;2,66;0,85;0,29;0,13;0
4;Sul;Total - Federal, Estadual, Municipal e Privada;Total;Capital;225,92;237,55;271,31;275,65;287,78;295,41;4,3;8,72;14,62;19,3;20,27;15,56;9,78;4,66;1,13;0,63;2,51;6,29;12,42;17,02;20,27;19,55;12,43;5,9;2,3;0,67;9,73;8,91;13,17;17,42;19,73;17,06;9,1;4,88;0;7,77;8,75;15,1;18,18;17,97;14,4;9,8;5,09;2,32;0,61;15,8;9,74;13,32;15,27;16,51;15,55;9,88;3,69;0,23;14,59;11,71;13,62;14,37;13,03;10,7;9,58;6,29;4,05;1,99;0,07
