CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
11;Rondônia;Total - Federal, Estadual e Municipal;Rural;Capital;183,48;191,38;230,64;229,41;258,59;257,42;;;258,59;257,42;7,58;17,49;20,65;19,61;17,38;9,29;4,99;2,59;0,3;0,14;5,6;12,49;18,55;25,41;16,33;11,8;5,47;3,41;0,63;0,3;0;25,52;22,81;19,68;16,67;8,19;5,92;0,84;0,37;0;24,71;21,76;21,8;16,51;9,67;4,49;1,07;0;0;0;25,11;17,4;18,42;18,38;12,95;6,96;0,8;0;0;17,53;23,05;31,06;17,38;8,05;2,93;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;25,11;17,4;18,42;18,38;12,95;6,96;0,8;0;0;17,53;23,05;31,06;17,38;8,05;2,93;0;0;0;0;0
11;Rondônia;Total - Federal, Estadual e Municipal;Rural;Interior;191,35;206,39;243,55;245,88;257,81;259,49;293,86;287,64;282,42;278,71;5,85;15,91;17,86;18,8;17,42;12,96;7,37;2,36;1,05;0,42;2,96;9,07;16,18;18,96;19,98;14,19;9,85;5,32;2,57;0,62;0,31;20,48;16,72;16,97;18,5;14,09;8,64;4,02;0,57;0;14,81;18,46;21,77;18,9;14,04;8,24;2,93;0,69;0,16;0;27,94;17,61;17,88;17,15;11,24;5,81;2,36;0;0;18,32;25,15;21,88;16,44;15,21;2,31;0,7;0;0;0;0;8,15;8,77;14,87;19,21;22,81;16,24;7,71;2,24;0;9,51;9,5;21,8;19,87;16,54;13,19;6,73;1,95;0,9;0;0;14,43;11,58;15,82;18,56;19,14;12,93;6,01;1,53;0;12,31;14,46;21,83;18,78;16,11;9,74;4,82;1,33;0,62;0;0
11;Rondônia;Total - Federal, Estadual e Municipal;Rural;Total;189,19;202,27;240,83;242,42;258,18;258,49;293,86;287,64;277;273,87;6,32;16,35;18,62;19,02;17,41;11,95;6,72;2,42;0,84;0,34;3,68;10,01;16,83;20,73;18,97;13,53;8,65;4,79;2,04;0,54;0,23;21,54;18;17,54;18,12;12,85;8,07;3,35;0,53;0;16,89;19,15;21,78;18,4;13,12;7,45;2,54;0,55;0,13;0;26,58;17,51;18,14;17,74;12,06;6,37;1,61;0;0;17,94;24,14;26,3;16,89;11,76;2,61;0,36;0;0;0;0;8,15;8,77;14,87;19,21;22,81;16,24;7,71;2,24;0;9,51;9,5;21,8;19,87;16,54;13,19;6,73;1,95;0,9;0;0;16,86;12,9;16,41;18,52;17,73;11,57;4,83;1,18;0;13,49;16,42;23,93;18,46;14,28;8,19;3,72;1,03;0,48;0;0
11;Rondônia;Total - Federal, Estadual e Municipal;Total;Capital;199,35;204,49;249,07;240,63;271,75;263,62;308,01;304,69;273,87;266,01;5,76;12,3;14,84;18,16;18,56;15,11;8,41;4,74;1,6;0,53;2,92;8,96;15,6;21,83;19,43;14,48;9,55;4,5;1,92;0,58;0,22;16,63;15,17;18,87;18,66;15,59;10,13;3,91;1;0,03;17,44;20,72;21,57;18,4;12,68;6,58;1,86;0,64;0,07;0,03;19,28;13,87;17,67;18,47;15,93;10,11;3,72;0,92;0,03;18,89;21,52;22,48;18,09;10,35;5,36;2,22;0,69;0,34;0,07;0;7,89;4,25;9,47;14,31;20,73;28,34;10,75;4,26;0;5,54;12,88;10,89;14,41;19,12;18,17;9,12;4,35;4,41;1,11;0;18,62;13,31;17,19;18,23;16,21;11,17;4,13;1,12;0,02;18,11;21,02;21,8;17,88;10,86;6,11;2,62;0,9;0,57;0,13;0
11;Rondônia;Total - Federal, Estadual e Municipal;Total;Interior;200,95;212,72;247,31;248,36;267,02;265,26;303,88;294,93;270,28;267,88;4,83;11,76;15,4;18,17;18,81;14,86;9,01;4,82;1,82;0,53;2,23;7,78;13,24;19,06;19,02;15,83;11,61;6,77;3,28;0,92;0,26;18,92;15,02;17,57;17,92;15,55;9,78;4,14;1,07;0,03;14,73;16,86;20,28;19,24;15,03;9,05;3,49;1,01;0,27;0,04;21,41;15,15;18,26;18,86;14,16;8,16;3,47;0,53;0,01;18,45;19,77;22,32;19,36;11,37;5,53;2,22;0,72;0,22;0,04;0;5,37;6,9;11,04;17,96;24,02;20,32;11,55;2,84;0;6,39;10,56;16,79;21,34;18,32;15,04;7,77;2,64;0,92;0,22;0;19,99;14,42;17,63;18,78;15,03;9,23;4,18;0,73;0,01;17,38;18,96;21,83;19,53;11,98;6,37;2,71;0,89;0,28;0,06;0
11;Rondônia;Total - Federal, Estadual e Municipal;Total;Total;200,49;210,38;247,8;246,24;268,42;264,77;304,75;296,99;271,32;267,34;5,09;11,91;15,24;18,17;18,73;14,93;8,84;4,8;1,75;0,53;2,43;8,12;13,91;19,85;19,14;15,45;11,02;6,12;2,89;0,82;0,25;18,29;15,06;17,92;18,12;15,56;9,88;4,08;1,05;0,03;15,47;17,91;20,63;19,01;14,39;8,38;3,05;0,91;0,21;0,04;20,78;14,77;18,09;18,74;14,68;8,74;3,54;0,64;0,01;18,58;20,29;22,37;18,98;11,07;5,48;2,22;0,71;0,25;0,05;0;5,91;6,34;10,71;17,18;23,32;22,02;11,38;3,14;0;6,21;11,05;15,54;19,87;18,49;15,71;8,06;3,01;1,66;0,41;0;19,59;14,1;17,5;18,62;15,37;9,8;4,17;0,84;0,01;17,59;19,55;21,82;19,05;11,66;6,3;2,68;0,89;0,37;0,08;0
11;Rondônia;Total - Federal, Estadual e Municipal;Urbana;Capital;201,5;206,27;250,76;241,66;272,22;263,84;308,01;304,69;274,38;266,3;5,51;11,6;14,05;17,97;18,72;15,9;8,87;5,03;1,77;0,59;2,56;8,48;15,2;21,35;19,85;14,85;10,1;4,64;2,1;0,61;0,25;15,82;14,48;18,8;18,85;16,26;10,52;4,19;1,05;0,04;16,77;20,63;21,54;18,58;12,96;6,77;1,93;0,7;0,08;0,04;19,08;13,75;17,64;18,48;16,03;10,22;3,82;0,96;0,03;18,94;21,47;22,18;18,12;10,43;5,45;2,29;0,71;0,35;0,07;0;7,89;4,25;9,47;14,31;20,73;28,34;10,75;4,26;0;5,54;12,88;10,89;14,41;19,12;18,17;9,12;4,35;4,41;1,11;0;18,4;13,17;17,15;18,22;16,32;11,31;4,24;1,15;0,02;18,13;20,95;21,5;17,9;10,95;6,21;2,71;0,93;0,59;0,13;0
11;Rondônia;Total - Federal, Estadual e Municipal;Urbana;Interior;202,32;213,63;247,82;248,69;267,17;265,35;309,1;298,73;269,72;267,38;4,68;11,16;15,04;18,08;19;15,14;9,24;5,17;1,93;0,55;2,13;7,6;12,81;19,07;18,88;16,07;11,86;6,98;3,38;0,96;0,26;18,71;14,79;17,65;17,84;15,75;9,93;4,16;1,14;0,03;14,72;16,64;20,07;19,28;15,17;9,16;3,57;1,06;0,28;0,04;21,3;15,11;18,27;18,89;14,2;8,19;3,49;0,53;0,01;18,45;19,69;22,33;19,4;11,31;5,58;2,24;0,73;0,22;0,04;0;3,92;5,92;9,04;17,3;24,64;22,45;13,56;3,15;0;4,76;11,12;14,18;22,11;19,25;16,01;8,31;3;0,93;0,33;0;20,25;14,55;17,71;18,79;14,84;9,06;4,1;0,69;0,01;17,62;19,17;21,83;19,57;11,79;6,22;2,61;0,87;0,27;0,06;0
11;Rondônia;Total - Federal, Estadual e Municipal;Urbana;Total;202,09;211,52;248,65;246,71;268,64;264,91;308,79;300,46;271,08;267,07;4,92;11,29;14,76;18,05;18,92;15,35;9,14;5,13;1,88;0,56;2,25;7,85;13,5;19,72;19,16;15,72;11,36;6,31;3,02;0,86;0,26;17,9;14,7;17,97;18,12;15,89;10,1;4,17;1,12;0,03;15,3;17,76;20,49;19,08;14,55;8,49;3,11;0,96;0,22;0,04;20,65;14,71;18,09;18,77;14,74;8,79;3,58;0,66;0,01;18,59;20,21;22,28;19,03;11,05;5,54;2,26;0,73;0,26;0,05;0;5,08;5,44;9,17;16,43;23,51;24,16;12,75;3,47;0;4,99;11,63;13,22;19,88;19,21;16,64;8,55;3,4;1,94;0,56;0;19,71;14,15;17,55;18,62;15,27;9,72;4,14;0,83;0,01;17,77;19,69;21,73;19,08;11,55;6,22;2,64;0,89;0,36;0,08;0
12;Acre;Estadual;Rural;Capital;198,77;205,68;245,37;237,56;263,97;261,76;;;263,97;261,76;4,6;14,76;11,82;19,47;20,12;15,77;6,54;5,02;1,62;0,3;3,67;11,45;14,35;19,94;16,35;13,05;10,61;7,27;1,77;0,91;0,62;18,03;14,78;18,58;21,07;17,28;6,81;2,88;0,57;0;17,47;23,09;22;18,6;13,6;3,37;1,49;0;0,38;0;20,29;23,11;18,29;12,63;16;8,9;0,79;0;0;20,05;19,98;22,42;19,38;10,11;7,27;0,79;0;0;0;0;;;;;;;;;;;;;;;;;;;;;20,29;23,11;18,29;12,63;16;8,9;0,79;0;0;20,05;19,98;22,42;19,38;10,11;7,27;0,79;0;0;0;0
12;Acre;Estadual;Rural;Interior;195,21;200,72;235,1;230,97;258,15;258,03;253,03;264,96;258,02;258,2;5,79;15,13;17,79;17,17;15,28;15,4;8,82;2,35;1,54;0,72;4,34;8,93;20,52;18,76;17,87;13,9;6,88;5,41;2,36;0,84;0,18;23,71;19,92;20,18;16,31;11,32;5,46;2,62;0,48;0;23,42;22,03;23,75;15,63;8,73;4,65;1,29;0,52;0;0;24,22;19,42;21,21;17,04;10,05;5,95;1,65;0,45;0;20,97;24,5;21,59;18,39;9,51;4,29;0,74;0;0;0;0;42,11;5,26;5,26;21,05;21,05;5,26;0;0;0;15,79;10,53;36,84;15,79;15,79;5,26;0;0;0;0;0;24,67;19,07;20,81;17,14;10,33;5,94;1,61;0,44;0;20,84;24,15;21,98;18,33;9,67;4,31;0,72;0;0;0;0
12;Acre;Estadual;Rural;Total;196,67;202,76;237,1;232,26;258,96;258,55;253,03;264,96;258,83;258,69;5,3;14,98;15,34;18,11;17,27;15,55;7,88;3,45;1,57;0,55;4,07;9,96;17,99;19,24;17,25;13,55;8,41;6,17;2,12;0,87;0,37;22,6;18,91;19,87;17,24;12,49;5,73;2,67;0,49;0;22,25;22,24;23,4;16,21;9,68;4,4;1,33;0,42;0,07;0;23,67;19,94;20,8;16,42;10,88;6,37;1,53;0,39;0;20,84;23,87;21,71;18,53;9,6;4,71;0,74;0;0;0;0;42,11;5,26;5,26;21,05;21,05;5,26;0;0;0;15,79;10,53;36,84;15,79;15,79;5,26;0;0;0;0;0;24,07;19,62;20,46;16,52;11,1;6,34;1,5;0,38;0;20,73;23,58;22,04;18,47;9,73;4,72;0,73;0;0;0;0
12;Acre;Estadual;Total;Capital;218,15;227,59;261,05;253,38;276,26;267,66;266,18;260,83;275,64;267,24;3,15;7,35;10,82;15,34;18,15;17,34;13,44;9,11;3,88;1,43;1,96;5,29;10,18;15,08;17,91;15,88;12,73;10,81;6,34;2,88;0,93;13,04;10,75;15,2;18,94;18,87;14,51;6,8;1,86;0,05;12,3;15,36;19,62;19,44;16,94;10,58;4,32;1,32;0,09;0,02;16,04;14,48;15,91;18,55;19,15;10,99;4,1;0,74;0,03;15,24;20,22;22,78;20,44;12,57;6,04;2,13;0,39;0,17;0,03;0;18,58;16,15;23,23;19,27;11,79;6,87;2,81;1,31;0;22,54;24,03;18,47;15,72;10,69;6,33;1,69;0;0,54;0;0;16,2;14,58;16,36;18,59;18,7;10,74;4,02;0,77;0,03;15,69;20,45;22,52;20,15;12,45;6,06;2,1;0,36;0,19;0,03;0
12;Acre;Estadual;Total;Interior;218,99;228,09;248,88;244,52;261,08;260,01;256,35;258,87;260,98;259,98;3,32;8,39;10,89;13,62;18,46;15,95;14,31;7,9;4,61;2,56;1,7;5,31;10,96;15,1;16,2;16,43;12,63;10,64;6,76;3,12;1,16;17,06;16,09;18,47;16,83;15,29;10,31;4,68;1,25;0,03;16,04;18,68;21,66;18,51;13,41;7,54;3,01;1,02;0,13;0;23,6;18,78;18;17,72;11,59;7,27;2,53;0,49;0,02;19,49;23,77;22,67;19,01;9,39;3,87;1,44;0,3;0;0,07;0;26,53;17,43;17,93;17,26;14,66;6,19;0;0;0;15,96;29,33;25,23;14,34;8,79;5,21;1,14;0;0;0;0;23,66;18,75;18;17,71;11,65;7,25;2,47;0,47;0,02;19,41;23,89;22,73;18,91;9,37;3,9;1,43;0,29;0;0,07;0
12;Acre;Estadual;Total;Total;218,47;227,77;254,28;248,45;267,77;263,38;263,25;260,24;267,59;263,25;3,21;7,74;10,85;14,69;18,26;16,81;13,77;8,66;4,15;1,86;1,87;5,3;10,48;15,09;17,27;16,09;12,69;10,75;6,5;2,97;1,02;15,27;13,72;17,02;17,76;16,88;12,17;5,62;1,52;0,04;14,38;17,21;20,76;18,92;14,98;8,89;3,59;1,15;0,11;0,01;20,27;16,89;17,08;18,09;14,92;8,91;3,22;0,6;0,03;17,61;22,2;22,72;19,64;10,79;4,83;1,74;0,34;0,07;0,05;0;20,95;16,53;21,65;18,67;12,65;6,66;1,97;0,92;0;20,58;25,61;20,49;15,31;10,12;6;1,52;0;0,38;0;0;20,3;16,87;17,26;18,11;14,83;8,82;3,17;0,61;0,02;17,73;22,34;22,63;19,47;10,76;4,87;1,73;0,32;0,09;0,05;0
12;Acre;Estadual;Urbana;Capital;220,37;230,1;262,29;254,63;276,82;267,93;266,18;260,83;276,14;267,47;2,98;6,5;10,71;14,86;17,92;17,52;14,23;9,58;4,14;1,56;1,77;4,59;9,71;14,52;18,09;16,2;12,97;11,22;6,86;3,11;0,97;12,64;10,43;14,93;18,77;19;15,11;7,11;1,96;0,05;11,89;14,75;19,43;19,51;17,21;11,15;4,55;1,42;0,07;0,03;15,85;14,08;15,8;18,82;19,3;11,09;4,25;0,77;0,03;15,02;20,23;22,8;20,49;12,68;5,99;2,19;0,4;0,18;0,03;0;18,58;16,15;23,23;19,27;11,79;6,87;2,81;1,31;0;22,54;24,03;18,47;15,72;10,69;6,33;1,69;0;0,54;0;0;16,03;14,22;16,28;18,85;18,82;10,82;4,16;0,81;0,03;15,5;20,47;22,52;20,18;12,55;6,01;2,16;0,38;0,2;0,03;0
12;Acre;Estadual;Urbana;Interior;226,68;236,94;253,25;248,82;261,87;260,54;257,44;256,88;261,78;260,46;2,52;6,21;8,65;12,48;19,48;16,12;16,09;9,7;5,6;3,15;0,85;4,14;7,87;13,92;15,66;17,25;14,48;12,33;8,19;3,85;1,47;14,94;14,87;17,93;16,99;16,54;11,85;5,33;1,5;0,05;13,7;17,62;21;19,42;14,9;8,45;3,56;1,17;0,17;0;23,44;18,61;17,14;17,91;12;7,62;2,76;0,49;0,03;19,09;23,57;22,96;19,18;9,35;3,76;1,62;0,38;0;0,09;0;21,42;21,42;22,09;16,02;12,56;6,49;0;0;0;16,02;35,5;21,42;13,86;6,49;5,19;1,52;0;0;0;0;23,39;18,67;17,24;17,87;12,01;7,6;2,71;0,48;0,03;19,03;23,82;22,93;19,07;9,3;3,79;1,62;0,37;0;0,09;0
12;Acre;Estadual;Urbana;Total;222,5;232,4;257,71;251,69;269,17;264,15;264,06;259,87;268,95;263,96;2,83;6,4;10,01;14,06;18,45;17,05;14,85;9,62;4,63;2,1;1,46;4,43;9,09;14,32;17,27;16,56;13,48;11,59;7,31;3,36;1,14;13,81;12,68;16,45;17,87;17,75;13,46;6,21;1,73;0,05;12,81;16,2;20,23;19,46;16,03;9,79;4,05;1,3;0,12;0,01;19,73;16,4;16,49;18,35;15,56;9,32;3,49;0,63;0,03;17,1;21,94;22,88;19,82;10,98;4,85;1,9;0,39;0,09;0,06;0;19,27;17,43;22,95;18,48;11,98;6,78;2,13;0,99;0;20,96;26,81;19,19;15,27;9,67;6,06;1,65;0;0,41;0;0;19,71;16,44;16,76;18,36;15,41;9,21;3,43;0,64;0,03;17,26;22,15;22,72;19,62;10,92;4,9;1,89;0,37;0,1;0,06;0
12;Acre;Federal;Total;Capital;254,26;231,26;287,46;267,96;316,2;302,3;308,88;291,91;310,63;294,39;0;0;0;8;20;16;28;12;16;0;0;0;8;16;24;24;4;20;4;0;0;4,48;6,06;6,25;21,55;17,17;24,25;15,49;4,76;0;1,49;6,16;26,21;18,47;30,59;12,6;4,48;0;0;0;5,71;0;7,79;18,82;15,59;31,56;15,59;4,94;0;5,71;7,79;18,82;18,06;16,35;18,44;2,47;7,41;2,47;2,47;0;3,38;4,51;13,81;12,39;26,76;22,67;12,67;3,8;0;5,64;7,61;23,79;22,4;18,02;9,72;12,81;0;0;0;0;3,94;3,44;12,37;13,93;24,09;24,79;13,36;4,07;0;5,66;7,65;22,61;21,36;17,62;11,8;10,34;1,77;0,59;0,59;0
12;Acre;Federal;Total;Interior;;;;;;;286,72;282,33;286,72;282,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,68;6,01;18,69;20,13;17,13;13,46;6,67;5,23;0;11,24;4,45;29,92;23,14;14,13;9,68;5,23;0;2,22;0;0;12,68;6,01;18,69;20,13;17,13;13,46;6,67;5,23;0;11,24;4,45;29,92;23,14;14,13;9,68;5,23;0;2,22;0;0
12;Acre;Federal;Total;Total;254,26;231,26;287,46;267,96;316,2;302,3;302,83;289,29;305,31;291,71;0;0;0;8;20;16;28;12;16;0;0;0;8;16;24;24;4;20;4;0;0;4,48;6,06;6,25;21,55;17,17;24,25;15,49;4,76;0;1,49;6,16;26,21;18,47;30,59;12,6;4,48;0;0;0;5,71;0;7,79;18,82;15,59;31,56;15,59;4,94;0;5,71;7,79;18,82;18,06;16,35;18,44;2,47;7,41;2,47;2,47;0;5,92;4,92;15,14;14,51;24,13;20,15;11,03;4,19;0;7,17;6,75;25,47;22,6;16,96;9,71;10,74;0;0,61;0;0;5,88;4,01;13,78;15,31;22,54;22,27;11,87;4,33;0;6,9;6,94;24,24;21,76;16,84;11,33;9,2;1,38;0,95;0,46;0
12;Acre;Federal;Urbana;Capital;254,26;231,26;287,46;267,96;316,2;302,3;308,88;291,91;310,63;294,39;0;0;0;8;20;16;28;12;16;0;0;0;8;16;24;24;4;20;4;0;0;4,48;6,06;6,25;21,55;17,17;24,25;15,49;4,76;0;1,49;6,16;26,21;18,47;30,59;12,6;4,48;0;0;0;5,71;0;7,79;18,82;15,59;31,56;15,59;4,94;0;5,71;7,79;18,82;18,06;16,35;18,44;2,47;7,41;2,47;2,47;0;3,38;4,51;13,81;12,39;26,76;22,67;12,67;3,8;0;5,64;7,61;23,79;22,4;18,02;9,72;12,81;0;0;0;0;3,94;3,44;12,37;13,93;24,09;24,79;13,36;4,07;0;5,66;7,65;22,61;21,36;17,62;11,8;10,34;1,77;0,59;0,59;0
12;Acre;Federal;Urbana;Interior;;;;;;;286,72;282,33;286,72;282,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,68;6,01;18,69;20,13;17,13;13,46;6,67;5,23;0;11,24;4,45;29,92;23,14;14,13;9,68;5,23;0;2,22;0;0;12,68;6,01;18,69;20,13;17,13;13,46;6,67;5,23;0;11,24;4,45;29,92;23,14;14,13;9,68;5,23;0;2,22;0;0
12;Acre;Federal;Urbana;Total;254,26;231,26;287,46;267,96;316,2;302,3;302,83;289,29;305,31;291,71;0;0;0;8;20;16;28;12;16;0;0;0;8;16;24;24;4;20;4;0;0;4,48;6,06;6,25;21,55;17,17;24,25;15,49;4,76;0;1,49;6,16;26,21;18,47;30,59;12,6;4,48;0;0;0;5,71;0;7,79;18,82;15,59;31,56;15,59;4,94;0;5,71;7,79;18,82;18,06;16,35;18,44;2,47;7,41;2,47;2,47;0;5,92;4,92;15,14;14,51;24,13;20,15;11,03;4,19;0;7,17;6,75;25,47;22,6;16,96;9,71;10,74;0;0,61;0;0;5,88;4,01;13,78;15,31;22,54;22,27;11,87;4,33;0;6,9;6,94;24,24;21,76;16,84;11,33;9,2;1,38;0,95;0,46;0
12;Acre;Municipal;Rural;Capital;212,66;216,52;;;;;;;;;4,62;11,64;8,15;10,44;20,98;18,62;15,07;7,04;2,29;1,15;4,64;9,31;9,34;19,79;11,62;15,07;15,23;9,25;2,3;2,29;1,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Rural;Interior;176,94;183,64;219,96;224,17;;;;;;;9,82;20,59;24,89;17,24;12,92;7,71;4,44;1,95;0,23;0,22;7,03;16,2;22,93;23,07;15,14;8,4;3,3;2,55;0,92;0,39;0,08;33,82;21,7;19,91;14,35;7,23;2,68;0,31;0;0;28,38;24,35;21,27;16,49;6,22;2,39;0,9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Rural;Total;179,4;185,91;219,96;224,17;;;;;;;9,46;19,97;23,73;16,77;13,48;8,46;5,17;2,3;0,37;0,29;6,86;15,72;21,99;22,84;14,9;8,86;4,12;3,01;1,02;0,52;0,15;33,82;21,7;19,91;14,35;7,23;2,68;0,31;0;0;28,38;24,35;21,27;16,49;6,22;2,39;0,9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Total;Capital;222,61;234,46;;;;;;;;;2,51;7,01;9,55;12,61;19,53;18,14;15,62;9,1;3,65;2,28;1,24;4,33;9,61;13,63;14,82;18,32;15,12;9,42;7,46;4,4;1,64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Total;Interior;190,57;198,61;225,78;227,35;;;;;;;7,41;15,59;19,67;17,56;15,57;11,17;7,38;3,94;1,16;0,55;4,84;12,44;18,41;19,86;16,78;11,82;7,39;4,58;2,51;1,02;0,35;32,21;17,72;20,06;15,27;9,2;4,49;0,64;0,29;0,13;26,06;24,02;19,99;17,88;7,38;3,23;1,34;0,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Total;Total;197,47;206,32;225,78;227,35;;;;;;;6,36;13,74;17,49;16,5;16,42;12,67;9,16;5,05;1,69;0,92;4,06;10,7;16,52;18,52;16,36;13,22;9,05;5,63;3,57;1,74;0,63;32,21;17,72;20,06;15,27;9,2;4,49;0,64;0,29;0,13;26,06;24,02;19,99;17,88;7,38;3,23;1,34;0,1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Urbana;Capital;223,38;235,85;;;;;;;;;2,35;6,65;9,65;12,78;19,42;18,11;15,66;9,26;3,75;2,37;0,97;3,95;9,64;13,16;15,07;18,57;15,11;9,44;7,86;4,56;1,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Urbana;Interior;195,5;204,02;229,6;229,44;;;;;;;6,54;13,78;17,78;17,68;16,53;12,42;8,45;4,66;1,49;0,66;4,04;11,09;16,78;18,7;17,37;13,05;8,87;5,32;3,08;1,24;0,45;31,15;15,1;20,15;15,87;10,49;5,68;0,86;0,49;0,21;24,54;23,81;19,15;18,79;8,15;3,78;1,63;0,17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Municipal;Urbana;Total;202,68;212,22;229,6;229,44;;;;;;;5,46;11,94;15,69;16,42;17,28;13,89;10,31;5,85;2,08;1,1;3,25;9,25;14,94;17,27;16,78;14,47;10,48;6,38;4,31;2,1;0,76;31,15;15,1;20,15;15,87;10,49;5,68;0,86;0,49;0,21;24,54;23,81;19,15;18,79;8,15;3,78;1,63;0,17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Acre;Total - Estadual e Municipal;Rural;Capital;201,84;208,07;245,37;237,56;263,97;261,76;;;263,97;261,76;4,6;14,07;11,01;17,48;20,31;16,39;8,42;5,47;1,77;0,49;3,89;10,97;13,24;19,91;15,31;13,5;11,63;7,71;1,89;1,22;0,74;18,03;14,78;18,58;21,07;17,28;6,81;2,88;0,57;0;17,47;23,09;22;18,6;13,6;3,37;1,49;0;0,38;0;20,29;23,11;18,29;12,63;16;8,9;0,79;0;0;20,05;19,98;22,42;19,38;10,11;7,27;0,79;0;0;0;0;;;;;;;;;;;;;;;;;;;;;20,29;23,11;18,29;12,63;16;8,9;0,79;0;0;20,05;19,98;22,42;19,38;10,11;7,27;0,79;0;0;0;0
