CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LPEMT;nivel_1_LPEMT;nivel_2_LPEMT;nivel_3_LPEMT;nivel_4_LPEMT;nivel_5_LPEMT;nivel_6_LPEMT;nivel_7_LPEMT;nivel_8_LPEMT;nivel_0_MTEMT;nivel_1_MTEMT;nivel_2_MTEMT;nivel_3_MTEMT;nivel_4_MTEMT;nivel_5_MTEMT;nivel_6_MTEMT;nivel_7_MTEMT;nivel_8_MTEMT;nivel_9_MTEMT;nivel_10_MTEMT;nivel_0_LPEMI;nivel_1_LPEMI;nivel_2_LPEMI;nivel_3_LPEMI;nivel_4_LPEMI;nivel_5_LPEMI;nivel_6_LPEMI;nivel_7_LPEMI;nivel_8_LPEMI;nivel_0_MTEMI;nivel_1_MTEMI;nivel_2_MTEMI;nivel_3_MTEMI;nivel_4_MTEMI;nivel_5_MTEMI;nivel_6_MTEMI;nivel_7_MTEMI;nivel_8_MTEMI;nivel_9_MTEMI;nivel_10_MTEMI;nivel_0_LPEM;nivel_1_LPEM;nivel_2_LPEM;nivel_3_LPEM;nivel_4_LPEM;nivel_5_LPEM;nivel_6_LPEM;nivel_7_LPEM;nivel_8_LPEM;nivel_0_MTEM;nivel_1_MTEM;nivel_2_MTEM;nivel_3_MTEM;nivel_4_MTEM;nivel_5_MTEM;nivel_6_MTEM;nivel_7_MTEM;nivel_8_MTEM;nivel_9_MTEM;nivel_10_MTEM
3;Sudeste;Total - Estadual e Municipal;Urbana;Capital;208,66;220,83;254,77;250,69;267,55;258,69;310,86;300,6;271,26;262,27;4,29;10,23;12,82;16,23;18,31;16,27;11,75;6,46;2,71;0,93;2,06;6,16;10,72;16,15;19,14;17,28;13,68;8,61;4,23;1,48;0,48;17,16;11,99;15,12;17,58;17,72;12,72;6,01;1,63;0,08;15,12;15,48;18,49;19,22;15,78;9,87;4,27;1,33;0,35;0,09;22,89;13,59;16,23;17,9;15,72;9,62;3,36;0,64;0,04;23,76;21,09;21,32;17,35;9,59;4,41;1,72;0,54;0,18;0,05;0;4,62;4,59;8,61;16,29;24,43;24,22;13,89;2,98;0,37;6,55;9,22;14,86;19,11;19,32;14,62;10,23;3,93;1,61;0,55;0,01;21,33;12,82;15,58;17,76;16,47;10,87;4,26;0,84;0,07;22,29;20,07;20,77;17,5;10,42;5,28;2,45;0,83;0,3;0,09;0
3;Sudeste;Total - Estadual e Municipal;Urbana;Interior;215,45;227,45;257,68;254,24;272,88;265,93;305,57;297,66;275,29;268,28;3,42;8,26;11,22;15,27;18,4;17,49;13,18;7,9;3,57;1,28;1,7;5,19;9,37;14,82;17,89;17,32;14,86;10,33;5,53;2,16;0,83;15,51;11,86;14,82;17,52;18,03;13,67;6,59;1,91;0,1;14,26;14,75;17,69;18,27;16,23;10,97;5,3;1,89;0,5;0,14;19,26;12,82;16,58;18,93;16,95;10,52;4,01;0,89;0,05;19,65;18,97;20,93;18,66;11,76;6,13;2,63;0,88;0,3;0,08;0;6,22;5,76;10,17;16,93;23,89;22,2;11,51;3,15;0,18;6,8;10,13;16,24;19,29;18,59;14,36;8,92;3,83;1,45;0,38;0;18,3;12,3;16,1;18,79;17,46;11,38;4,56;1,05;0,06;18,7;18,32;20,59;18,71;12,27;6,74;3,1;1,1;0,38;0,1;0
3;Sudeste;Total - Estadual e Municipal;Urbana;Total;213,99;226,03;257,08;253,5;271,71;264,34;306,88;298,39;274,4;266,94;3,61;8,68;11,57;15,47;18,38;17,23;12,88;7,59;3,38;1,21;1,78;5,4;9,66;15,11;18,16;17,31;14,61;9,96;5,25;2,01;0,75;15,85;11,88;14,88;17,53;17,97;13,47;6,47;1,85;0,09;14,44;14,9;17,86;18,47;16,14;10,74;5,09;1,77;0,47;0,13;20,06;12,99;16,5;18,71;16,68;10,32;3,87;0,83;0,05;20,56;19,44;21,02;18,37;11,28;5,75;2,43;0,8;0,27;0,07;0;5,82;5,47;9,79;16,77;24,02;22,7;12,1;3,11;0,23;6,74;9,91;15,9;19,25;18,78;14,43;9,25;3,85;1,49;0,42;0;18,97;12,41;15,99;18,56;17,24;11,26;4,5;1,01;0,06;19,5;18,71;20,63;18,44;11,86;6,41;2,95;1,04;0,37;0,1;0
3;Sudeste;Total - Federal, Estadual e Municipal;Rural;Interior;208,91;220,56;251,15;250,4;266,89;264,48;299,12;297,08;275,47;273,17;3,83;9,28;13,43;16,98;18,95;16,55;11,12;6,24;2,73;0,91;1,98;6,09;11,52;16,41;18,47;17,12;13,18;8,84;4,31;1,52;0,54;17,46;13,96;16,31;18,18;16,42;11,45;4,77;1,4;0,05;15,54;15,99;18,85;17,83;15,32;9,99;4,48;1,53;0,37;0,09;22,57;14,3;17,1;18,56;14,61;8,76;3,32;0,74;0,04;20,81;19,23;21,1;17,49;11,44;6,31;2,52;0,82;0,25;0,03;0;8,26;7,34;12,5;18,51;21,92;18,59;9,26;3,17;0,44;8,73;9,97;15,54;18,8;18,25;13,71;7,2;5,02;2,06;0,72;0;18,76;12,44;15,87;18,55;16,56;11,38;4,9;1,39;0,14;17,59;16,76;19,62;17,84;13,25;8,28;3,77;1,94;0,73;0,22;0
3;Sudeste;Total - Federal, Estadual e Municipal;Rural;Total;208,91;220,56;251,15;250,4;266,89;264,48;299,12;297,08;275,47;273,17;3,83;9,28;13,43;16,98;18,95;16,55;11,12;6,24;2,73;0,91;1,98;6,09;11,52;16,41;18,47;17,12;13,18;8,84;4,31;1,52;0,54;17,46;13,96;16,31;18,18;16,42;11,45;4,77;1,4;0,05;15,54;15,99;18,85;17,83;15,32;9,99;4,48;1,53;0,37;0,09;22,57;14,3;17,1;18,56;14,61;8,76;3,32;0,74;0,04;20,81;19,23;21,1;17,49;11,44;6,31;2,52;0,82;0,25;0,03;0;8,26;7,34;12,5;18,51;21,92;18,59;9,26;3,17;0,44;8,73;9,97;15,54;18,8;18,25;13,71;7,2;5,02;2,06;0,72;0;18,76;12,44;15,87;18,55;16,56;11,38;4,9;1,39;0,14;17,59;16,76;19,62;17,84;13,25;8,28;3,77;1,94;0,73;0,22;0
3;Sudeste;Total - Federal, Estadual e Municipal;Total;Capital;208,79;220,97;255,23;251,28;268,17;259,51;312,87;305,41;272,6;264,06;4,27;10,19;12,79;16,21;18,31;16,29;11,79;6,48;2,73;0,93;2,05;6,14;10,69;16,11;19,12;17,3;13,72;8,65;4,26;1,49;0,48;17,03;11,91;15,02;17,52;17,72;12,83;6,18;1,7;0,09;15;15,36;18,37;19,13;15,79;9,98;4,39;1,43;0,41;0,14;22,69;13,48;16,11;17,85;15,74;9,79;3,55;0,73;0,06;23,56;20,89;21,19;17,27;9,63;4,55;1,86;0,65;0,28;0,12;0;4,31;4,56;8,04;15,78;23,66;24,69;14,63;3,88;0,45;6,18;8,8;13,63;18,02;18,39;14,68;11,25;5,42;2,55;1,03;0,04;20,87;12,6;15,31;17,65;16,53;11,26;4,65;1,04;0,09;21,84;19,69;20,44;17,35;10,5;5,56;2,79;1,13;0,5;0,21;0,01
3;Sudeste;Total - Federal, Estadual e Municipal;Total;Interior;215,13;227,11;257,44;254,12;272,87;266,12;308,7;303,9;276,34;269,77;3,44;8,31;11,33;15,35;18,43;17,45;13,08;7,82;3,53;1,27;1,71;5,24;9,47;14,9;17,92;17,31;14,78;10,25;5,47;2,12;0,82;15,58;11,93;14,87;17,54;17,97;13,59;6,53;1,89;0,09;14,31;14,79;17,73;18,25;16,19;10,93;5,27;1,88;0,5;0,14;19,3;12,83;16,56;18,9;16,89;10,51;4,04;0,91;0,05;19,64;18,94;20,9;18,61;11,75;6,14;2,65;0,9;0,35;0,11;0;5,85;5,17;9,55;15,94;23,02;23;13,35;3,85;0,26;6,24;9,07;14,46;17,87;18,02;15,34;10,52;5,24;2,5;0,72;0,01;18;12,09;15,88;18,61;17,48;11,72;4,94;1,2;0,07;18,35;17,99;20,27;18,54;12,36;7,03;3,42;1,32;0,56;0,17;0
3;Sudeste;Total - Federal, Estadual e Municipal;Total;Total;213,82;225,84;256,99;253,54;271,85;264,68;309,63;304,24;275,53;268,53;3,61;8,7;11,63;15,53;18,4;17,21;12,82;7,55;3,36;1,2;1,78;5,42;9,72;15,15;18,17;17,31;14,56;9,92;5,22;1,99;0,75;15,87;11,93;14,9;17,54;17,92;13,44;6,46;1,85;0,09;14,45;14,91;17,86;18,43;16,11;10,74;5,1;1,79;0,48;0,14;20,04;12,97;16,46;18,67;16,64;10,35;3,94;0,87;0,05;20,49;19,37;20,96;18,32;11,29;5,8;2,48;0,85;0,33;0,11;0;5,51;5,04;9,22;15,9;23,16;23,38;13,64;3,86;0,3;6,23;9,01;14,28;17,9;18,1;15,19;10,68;5,28;2,52;0,79;0,01;18,63;12,2;15,76;18,4;17,27;11,62;4,88;1,16;0,08;19,11;18,36;20,31;18,28;11,95;6,71;3,28;1,28;0,54;0,18;0
3;Sudeste;Total - Federal, Estadual e Municipal;Urbana;Capital;208,79;220,97;255,23;251,28;268,17;259,51;312,87;305,41;272,6;264,06;4,27;10,19;12,79;16,21;18,31;16,29;11,79;6,48;2,73;0,93;2,05;6,14;10,69;16,11;19,12;17,3;13,72;8,65;4,26;1,49;0,48;17,03;11,91;15,02;17,52;17,72;12,83;6,18;1,7;0,09;15;15,36;18,37;19,13;15,79;9,98;4,39;1,43;0,41;0,14;22,69;13,48;16,11;17,85;15,74;9,79;3,55;0,73;0,06;23,56;20,89;21,19;17,27;9,63;4,55;1,86;0,65;0,28;0,12;0;4,31;4,56;8,04;15,78;23,66;24,69;14,63;3,88;0,45;6,18;8,8;13,63;18,02;18,39;14,68;11,25;5,42;2,55;1,03;0,04;20,87;12,6;15,31;17,65;16,53;11,26;4,65;1,04;0,09;21,84;19,69;20,44;17,35;10,5;5,56;2,79;1,13;0,5;0,21;0,01
3;Sudeste;Total - Federal, Estadual e Municipal;Urbana;Interior;215,45;227,45;257,7;254,27;273,03;266,16;309,58;304,53;276,37;269,66;3,42;8,26;11,22;15,27;18,4;17,49;13,18;7,9;3,57;1,28;1,7;5,19;9,37;14,82;17,89;17,32;14,86;10,33;5,53;2,16;0,83;15,5;11,85;14,81;17,52;18,03;13,68;6,6;1,91;0,1;14,26;14,74;17,69;18,27;16,23;10,97;5,31;1,9;0,5;0,14;19,22;12,79;16,55;18,91;16,95;10,55;4,06;0,92;0,05;19,61;18,94;20,89;18,64;11,76;6,14;2,66;0,9;0,35;0,11;0;5,63;4,98;9,28;15,71;23,12;23,41;13,73;3,91;0,24;6,02;8,99;14,37;17,78;18;15,49;10,83;5,26;2,54;0,72;0,01;17,98;12,08;15,88;18,62;17,51;11,73;4,94;1,19;0,07;18,37;18,03;20,3;18,56;12,33;6,99;3,4;1,3;0,55;0,17;0
3;Sudeste;Total - Federal, Estadual e Municipal;Urbana;Total;214,02;226,06;257,18;253,64;271,95;264,69;310,36;304,74;275,53;268,42;3,6;8,67;11,56;15,47;18,38;17,23;12,88;7,6;3,39;1,21;1,78;5,4;9,65;15,1;18,15;17,32;14,61;9,97;5,26;2,01;0,75;15,82;11,86;14,86;17,52;17,97;13,5;6,51;1,87;0,09;14,41;14,87;17,83;18,45;16,14;10,76;5,12;1,8;0,48;0,14;19,99;12,94;16,45;18,67;16,68;10,38;3,95;0,88;0,05;20,49;19,37;20,96;18,34;11,29;5,79;2,48;0,85;0,33;0,11;0;5,32;4,88;8,99;15,72;23,25;23,71;13,94;3,91;0,29;6,05;8,95;14,19;17,84;18,09;15,3;10,93;5,3;2,55;0,79;0,01;18,62;12,19;15,76;18,4;17,29;11,62;4,88;1,16;0,08;19,14;18,4;20,33;18,29;11,92;6,67;3,27;1,26;0,54;0,17;0
4;Sul;Estadual;Rural;Interior;211,6;221,18;256,84;260,09;275,69;274,12;276,29;280,8;275,8;275,34;3,09;8,09;11,93;16,28;20,99;18,91;11,82;5,06;3;0,82;1,99;5,49;10,15;15,78;19,64;18,43;14,4;9,14;3,91;0,71;0,36;12,45;13,16;17,79;20,08;17,67;11,95;5,46;1,37;0,06;9,93;13,73;18,05;19,96;18,01;11,77;5,92;2,01;0,52;0,1;15,11;13,28;19,5;20,71;16,79;9,99;3,83;0,79;0;13,1;18,03;19,89;22,11;14,81;7,69;3,26;0,83;0,22;0,05;0;14,8;12,74;18,38;21,3;17,63;10,99;3,47;0,68;0;10,06;14,72;21,42;20,87;17,18;11,12;3,25;1,3;0,07;0;0;15,05;13,18;19,29;20,82;16,95;10,17;3,76;0,77;0;12,54;17,43;20,17;21,88;15,24;8,32;3,26;0,92;0,19;0,04;0
4;Sul;Estadual;Rural;Total;211,6;221,18;256,84;260,09;275,69;274,12;276,29;280,8;275,8;275,34;3,09;8,09;11,93;16,28;20,99;18,91;11,82;5,06;3;0,82;1,99;5,49;10,15;15,78;19,64;18,43;14,4;9,14;3,91;0,71;0,36;12,45;13,16;17,79;20,08;17,67;11,95;5,46;1,37;0,06;9,93;13,73;18,05;19,96;18,01;11,77;5,92;2,01;0,52;0,1;15,11;13,28;19,5;20,71;16,79;9,99;3,83;0,79;0;13,1;18,03;19,89;22,11;14,81;7,69;3,26;0,83;0,22;0,05;0;14,8;12,74;18,38;21,3;17,63;10,99;3,47;0,68;0;10,06;14,72;21,42;20,87;17,18;11,12;3,25;1,3;0,07;0;0;15,05;13,18;19,29;20,82;16,95;10,17;3,76;0,77;0;12,54;17,43;20,17;21,88;15,24;8,32;3,26;0,92;0,19;0,04;0
4;Sul;Estadual;Total;Capital;196,58;203,45;258,86;255,38;283,27;273,86;298,96;290,88;284,62;275,32;7,29;12,82;14,71;17,4;18,95;14,58;8,67;3,87;1,26;0,45;4,6;9,69;14,01;19,4;19,97;15,62;9,98;4,41;1,81;0,39;0,14;14,52;11,68;14,94;17,63;18,94;13,86;6,41;1,93;0,09;13,97;13,86;17,53;18,67;16,64;11,26;5,25;2,04;0,6;0,16;14,84;10,09;14,41;19,45;19,86;13,66;6,02;1,59;0,08;16,68;16,37;20,04;18,99;13,38;8,17;3,63;1,76;0,68;0,27;0,02;8,63;5,86;10,81;18,29;25,09;20,25;8,83;2,15;0,1;7,92;11,15;17,51;21,25;18,91;12,61;7,06;2,52;0,82;0,23;0;14,31;9,72;14,1;19,35;20,31;14,23;6,27;1,63;0,08;15,93;15,92;19,82;19,19;13,86;8,55;3,92;1,83;0,7;0,27;0,02
4;Sul;Estadual;Total;Interior;215,48;225,03;262,04;260,96;280,36;274,73;294,7;290,41;281,41;275,87;3,29;7,09;10,44;15,87;20;19,08;13,15;7,28;2,88;0,92;1,78;4,98;9,18;14,98;18,83;19,24;15,16;9,58;4,44;1,39;0,44;11,8;11,19;15,32;19,06;19,56;14,4;6,64;1,94;0,1;10,53;12,92;17,21;19,6;18,13;12,6;6,21;2,1;0,56;0,14;14,51;11,32;16,67;20,16;18,92;12,3;4,98;1,06;0,07;14,3;16,28;20,53;20,78;14,76;8,17;3,46;1,23;0,39;0,09;0,01;8,57;7,93;14,1;20,46;21,52;17,05;8,09;2,17;0,11;7,88;12,31;17,86;21,02;17,92;12,95;6,15;2,45;1,21;0,25;0;14,08;11,07;16,49;20,18;19,11;12,65;5,2;1,14;0,08;13,83;15,99;20,33;20,8;14,99;8,52;3,66;1,32;0,45;0,11;0
4;Sul;Estadual;Total;Total;212,85;222,04;261,69;260,35;280,66;274,64;295,2;290,46;281,74;275,81;3,84;7,88;11,03;16,09;19,85;18,45;12,53;6,81;2,66;0,86;2,17;5,64;9,85;15,59;18,99;18,74;14,44;8,87;4,07;1,25;0,4;12,1;11,24;15,28;18,9;19,49;14,34;6,61;1,94;0,1;10,91;13,02;17,25;19,5;17,97;12,45;6,11;2,1;0,56;0,14;14,54;11,19;16,44;20,09;19,02;12,44;5,08;1,12;0,07;14,54;16,29;20,48;20,6;14,62;8,17;3,48;1,29;0,42;0,11;0,01;8,58;7,68;13,71;20,2;21,95;17,43;8,18;2,17;0,11;7,88;12,17;17,82;21,05;18,04;12,91;6,26;2,46;1,16;0,25;0;14,1;10,93;16,24;20,1;19,23;12,81;5,31;1,19;0,08;14,05;15,99;20,28;20,63;14,87;8,52;3,68;1,37;0,47;0,12;0,01
4;Sul;Estadual;Urbana;Capital;196,58;203,45;258,86;255,38;283,27;273,86;298,96;290,88;284,62;275,32;7,29;12,82;14,71;17,4;18,95;14,58;8,67;3,87;1,26;0,45;4,6;9,69;14,01;19,4;19,97;15,62;9,98;4,41;1,81;0,39;0,14;14,52;11,68;14,94;17,63;18,94;13,86;6,41;1,93;0,09;13,97;13,86;17,53;18,67;16,64;11,26;5,25;2,04;0,6;0,16;14,84;10,09;14,41;19,45;19,86;13,66;6,02;1,59;0,08;16,68;16,37;20,04;18,99;13,38;8,17;3,63;1,76;0,68;0,27;0,02;8,63;5,86;10,81;18,29;25,09;20,25;8,83;2,15;0,1;7,92;11,15;17,51;21,25;18,91;12,61;7,06;2,52;0,82;0,23;0;14,31;9,72;14,1;19,35;20,31;14,23;6,27;1,63;0,08;15,93;15,92;19,82;19,19;13,86;8,55;3,92;1,83;0,7;0,27;0,02
4;Sul;Estadual;Urbana;Interior;215,69;225,24;262,32;261,01;280,53;274,75;296,76;291,48;281,64;275,89;3,3;7,04;10,35;15,85;19,95;19,08;13,23;7,4;2,87;0,93;1,77;4,96;9,12;14,93;18,79;19,28;15,2;9,61;4,47;1,43;0,45;11,76;11,08;15,18;19;19,66;14,54;6,7;1,97;0,1;10,56;12,87;17,16;19,58;18,14;12,64;6,23;2,11;0,56;0,14;14,49;11,25;16,57;20,14;19;12,38;5,02;1,07;0,08;14,35;16,22;20,55;20,73;14,76;8,19;3,47;1,25;0,39;0,1;0,01;7,87;7,39;13,63;20,36;21,96;17,73;8,6;2,34;0,12;7,64;12,04;17,47;21,04;18;13,15;6,47;2,58;1,33;0,28;0;14,04;10,98;16,37;20,16;19,2;12,75;5,26;1,16;0,08;13,89;15,93;20,34;20,75;14,98;8,53;3,67;1,34;0,46;0,11;0
4;Sul;Estadual;Urbana;Total;212,91;222,08;261,92;260,36;280,82;274,66;297,04;291,4;281,96;275,83;3,88;7,88;10,99;16,08;19,8;18,43;12,57;6,89;2,64;0,86;2,18;5,64;9,83;15,58;18,96;18,75;14,44;8,85;4,08;1,28;0,4;12,08;11,15;15,15;18,84;19,58;14,46;6,67;1,97;0,1;10,96;12,98;17,21;19,48;17,97;12,48;6,12;2,1;0,56;0,14;14,53;11,13;16,34;20,07;19,09;12,52;5,12;1,13;0,08;14,59;16,23;20,5;20,55;14,61;8,19;3,49;1,3;0,42;0,11;0,01;7,97;7,19;13,26;20,09;22,37;18,05;8,63;2,32;0,12;7,67;11,93;17,47;21,06;18,12;13,08;6,55;2,57;1,27;0,27;0;14,07;10,85;16,13;20,07;19,32;12,91;5,37;1,21;0,08;14,11;15,93;20,29;20,58;14,86;8,53;3,7;1,39;0,48;0,12;0,01
4;Sul;Federal;Rural;Interior;;;;;297,58;300,08;291,6;297,38;293,05;298,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;9,85;20,26;26,83;12,1;20,83;9,85;0,28;0;0;0;21,11;16,14;51,5;10,41;0,28;0,28;0;0,28;0;10,37;8;14,71;19,35;20,27;17,65;8,65;1;0;8,81;10,28;14,82;16,06;17,03;18,21;10,65;3,28;0,76;0,11;0;7,85;8,45;16,06;21,17;18,28;18,42;8,94;0,83;0;6,67;7,78;16,35;16,07;25,41;16,32;8,13;2,55;0,57;0,15;0
4;Sul;Federal;Rural;Total;;;;;297,58;300,08;291,6;297,38;293,05;298,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;9,85;20,26;26,83;12,1;20,83;9,85;0,28;0;0;0;21,11;16,14;51,5;10,41;0,28;0,28;0;0,28;0;10,37;8;14,71;19,35;20,27;17,65;8,65;1;0;8,81;10,28;14,82;16,06;17,03;18,21;10,65;3,28;0,76;0,11;0;7,85;8,45;16,06;21,17;18,28;18,42;8,94;0,83;0;6,67;7,78;16,35;16,07;25,41;16,32;8,13;2,55;0,57;0,15;0
4;Sul;Federal;Total;Capital;234,24;241,27;306,81;325,34;323,01;349,79;309,15;325,57;314,35;334,67;2,24;4,48;4,57;9,13;20,33;19,54;18,26;13,61;4,48;3,36;1,2;2,24;3,44;17,05;9,05;20,41;20,5;15,85;7,85;2,4;0;3,61;2,51;4,11;9,6;15,94;24,38;25;14,34;0,51;2,31;1,88;4,19;9,36;12,62;18,25;13,94;17,49;11,2;8,76;8,2;1,42;5,35;9,42;17,58;24;21,41;12,18;0,44;3,25;4,31;5,28;8,84;9,49;13,12;16,27;16,23;10,4;12,08;0,74;8,76;3,85;11,17;11,79;20,02;22,16;15,61;5,67;0,96;7,02;10,08;8,31;9,17;12,06;13,12;14,64;11,04;9,64;4,74;0,19;8,55;2,93;8,99;10,9;19,11;22,85;17,79;8,12;0,77;5,6;7,91;7,17;9,05;11,09;13,12;15,25;12,99;9,92;7,49;0,39
4;Sul;Federal;Total;Interior;;;321,09;340,09;308,32;313,7;315,45;317,12;314,97;316,89;;;;;;;;;;;;;;;;;;;;;;0;0;4,56;4,56;15,32;23,35;31,52;20,69;0;0;0;1,77;5,38;10,96;19,81;17,15;23,35;12,66;8,92;3,5;6,49;12,48;21,34;12,83;23,71;15,23;4,44;0;3,04;2,55;14,5;14,95;30,55;13,95;10,23;5,08;3,37;1,77;0;4,55;4,06;7,44;14,66;21,83;25,16;17,43;4,35;0,52;4,51;5,73;10,75;15,07;17,91;19,2;14,85;7,43;3,54;1,02;0;4,48;4,22;7,78;15,11;21,22;25,06;17,29;4,35;0,48;4,42;5,51;11;15,06;18,76;18,85;14,54;7,27;3,52;1,07;0
4;Sul;Federal;Total;Total;234,24;241,27;309,84;328,46;314,01;327,68;315,01;317,71;314,91;318,69;2,24;4,48;4,57;9,13;20,33;19,54;18,26;13,61;4,48;3,36;1,2;2,24;3,44;17,05;9,05;20,41;20,5;15,85;7,85;2,4;0;2,85;1,98;4,21;8,53;15,81;24,16;26,38;15,68;0,4;1,82;1,48;3,67;8,51;12,27;18,58;14,62;18,73;11,51;8,79;5,32;4,52;9,72;16,72;14,67;23,82;17,62;7,44;0,17;3,12;3,23;10,93;12,58;22,39;13,62;12,57;9,4;6,09;5,77;0,29;4,85;4,04;7,71;14,46;21,7;24,95;17,31;4,44;0,55;4,69;6,03;10,58;14,65;17,5;18,77;14,83;7,69;3,97;1,28;0,01;4,89;4,09;7,9;14,68;21,01;24,84;17,34;4,74;0,51;4,54;5,76;10,61;14,45;17,98;18,26;14,61;7,86;4,18;1,72;0,04
4;Sul;Federal;Urbana;Capital;234,24;241,27;306,81;325,34;323,01;349,79;309,15;325,57;314,35;334,67;2,24;4,48;4,57;9,13;20,33;19,54;18,26;13,61;4,48;3,36;1,2;2,24;3,44;17,05;9,05;20,41;20,5;15,85;7,85;2,4;0;3,61;2,51;4,11;9,6;15,94;24,38;25;14,34;0,51;2,31;1,88;4,19;9,36;12,62;18,25;13,94;17,49;11,2;8,76;8,2;1,42;5,35;9,42;17,58;24;21,41;12,18;0,44;3,25;4,31;5,28;8,84;9,49;13,12;16,27;16,23;10,4;12,08;0,74;8,76;3,85;11,17;11,79;20,02;22,16;15,61;5,67;0,96;7,02;10,08;8,31;9,17;12,06;13,12;14,64;11,04;9,64;4,74;0,19;8,55;2,93;8,99;10,9;19,11;22,85;17,79;8,12;0,77;5,6;7,91;7,17;9,05;11,09;13,12;15,25;12,99;9,92;7,49;0,39
4;Sul;Federal;Urbana;Interior;;;321,09;340,09;318,81;327;318,43;319,58;318,44;319,87;;;;;;;;;;;;;;;;;;;;;;0;0;4,56;4,56;15,32;23,35;31,52;20,69;0;0;0;1,77;5,38;10,96;19,81;17,15;23,35;12,66;8,92;6,91;3,2;4,88;15,97;13,54;26,53;20,47;8,49;0;6,01;5,05;8,04;13,79;10,1;17,39;19,95;9,77;6,66;3,23;0;3,82;3,56;6,54;14,08;22,02;26,1;18,53;4,77;0,58;3,98;5,16;10,24;14,94;18,02;19,32;15,37;7,95;3,88;1,13;0;3,95;3,55;6,47;14,15;21,69;26,11;18,61;4,91;0,56;4,06;5,16;10,16;14,9;17,71;19,25;15,55;8,02;3,99;1,21;0
4;Sul;Federal;Urbana;Total;234,24;241,27;309,84;328,46;321,14;339,66;317,7;320,05;317,97;321,58;2,24;4,48;4,57;9,13;20,33;19,54;18,26;13,61;4,48;3,36;1,2;2,24;3,44;17,05;9,05;20,41;20,5;15,85;7,85;2,4;0;2,85;1,98;4,21;8,53;15,81;24,16;26,38;15,68;0,4;1,82;1,48;3,67;8,51;12,27;18,58;14,62;18,73;11,51;8,79;7,62;2,21;5,14;12,33;15,79;25,13;20,99;10,54;0,25;4,48;4,64;6,51;11,04;9,76;15,02;17,9;13,36;8,74;8,15;0,41;4,21;3,59;6,9;13,9;21,87;25,79;18,3;4,84;0,61;4,22;5,55;10,09;14,49;17,55;18,84;15,31;8,19;4,33;1,41;0,01;4,48;3,48;6,76;13,78;21,39;25,74;18,51;5,28;0,58;4,24;5,47;9,81;14,22;16,94;18,54;15,52;8,6;4,68;1,94;0,05
4;Sul;Municipal;Rural;Capital;226,59;235,21;240,95;236,58;;;;;;;2,17;1,99;7,43;21,29;15,86;20,59;13,78;8,92;6,94;1,03;0;4,54;3,66;21,76;14,26;12,54;20,09;13,28;6,94;2,02;0,91;27;16,99;13,09;14,77;10,47;8,41;5,92;3,35;0;28,33;13,39;19,1;14,93;11,5;8,15;2,36;2,23;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Sul;Municipal;Rural;Interior;217,46;230,46;257,23;259,77;261,14;237,45;;;261,14;237,45;2,18;6,2;10,78;16,44;20,69;19,12;13;7,45;2,98;1,16;0,94;3,82;8,33;14,81;18,73;18,99;15,49;10,49;5,42;2,24;0,74;12,81;12,87;17,6;19,51;17,96;12,28;5,35;1,53;0,09;10,49;13,8;17,9;19,87;16,75;12,9;5,63;1,99;0,5;0,17;25,07;15,27;23,02;15,38;12,39;8,86;0;0;0;46,55;13,97;22,03;12,05;5,41;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;25,07;15,27;23,02;15,38;12,39;8,86;0;0;0;46,55;13,97;22,03;12,05;5,41;0;0;0;0;0;0
